name,address,city,state,zip,phone,clia_number,lab_type,cms_facility_type_name,test_volume,site_count
LABCORP OF AMERICA HOLDINGS CONE HEALTH,"2630 WILLARD DAIRY ROAD, SUITE 303B",HIGH POINT,NC,27265,3367814737,34D2287514,REFERENCE,independent,2000,0
HONORBRIDGE,7000 MILLHOUSE ROAD,CHAPEL HILL,NC,27516,9197302026,34D2292280,REFERENCE,other,1800,2
CELLIGENT DIAGNOSTICS - ATRIUM HEALTH,8800 NORTH TRYON STREET,CHARLOTTE,NC,28262,8645863850,34D2305694,REFERENCE,independent,2300,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,"1511 WESTOVER TERRACE, SUITE 201",GREENSBORO,NC,27408,3365334139,34D2311349,REFERENCE,independent,117881,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,200 SWINBURNE ST,RALEIGH,NC,27610,8436612061,34D2312278,REFERENCE,independent,560,0
PATHOLOGY ASSOCIATES OF NORTH CAROLINA,1450 PROFESSIONAL PARK DRIVE STE 160,WINSTON-SALEM,NC,27103,3366065210,34D2317148,REFERENCE,independent,90000,0
BIOLIFE PLASMA SERVICES LP,2617 12TH AVE S,FARGO,ND,58103,7012324426,35D0676905,REFERENCE,other,62250,0
ND DEPARTMENT OF HEALTH & HUMAN SERVICES,2635 EAST MAIN AVENUE,BISMARCK,ND,58501,7013286272,35D0691722,REFERENCE,public_health_lab,295455,0
BIOLIFE PLASMA SERVICES LP,1800 BURNT BOAT RD,BISMARCK,ND,58503,7013550848,35D0974443,REFERENCE,other,62089,0
"MEDSCAN LABORATORY, INC",1502 13TH AVE W  SUITE 201,WILLISTON,ND,58801,7015776578,35D0991209,REFERENCE,independent,11031181,0
SKIN WIN DERMATOLOGY,1213 15TH AVE W  SUITE 102,WILLISTON,ND,58801,7018005110,35D2213935,REFERENCE,independent,149,0
"PATHOLOGY CONSULTANTS, PC  DBA OPEN SKY LABORATORY",3901 4TH ST E,WEST FARGO,ND,58078,7015321895,35D2303413,REFERENCE,independent,13755,0
GRACE AND GRATITUDE WELLNESS PLLC,210 HIGHWAY 2 WEST  SUITE 8,DEVILS LAKE,ND,58301,7016622039,35D2320023,REFERENCE,independent,0,0
LABCORP CORPORATION OF AMERICA HOLDINGS,810 JASONWAY AVENUE SUITE A,COLUMBUS,OH,43214,6149142210,36D0329538,REFERENCE,independent,562306,0
OHIO DEPARTMENT OF PUBLIC HEALTH LABORATORY,"8995 EAST MAIN STREET, BLDG 22",REYNOLDSBURG,OH,43068,6146444596,36D0655844,REFERENCE,public_health_lab,5474708,0
"CSL PLASMA, INC",850 NORTH MAIN STREET,DAYTON,OH,45405,9373319186,36D0670191,REFERENCE,other,101815,0
"CSL PLASMA, INC",3204 W 25TH STREET,CLEVELAND,OH,44109,2163980440,36D0670193,REFERENCE,other,79607,0
"CSL PLASMA, INC",727 GRANT STREET,AKRON,OH,44311,3305354338,36D0670195,REFERENCE,other,120910,0
LUCAS COUNTY REGIONAL HEALTH DISTRICT,635 NORTH ERIE STREET,TOLEDO,OH,43604,4192132659,36D0674771,REFERENCE,public_health_lab,385,2
PUBLIC HEALTH-DAYTON & MONTGOMERY COUNTY (PHDMC),117 SOUTH MAIN STREET,DAYTON,OH,45422,9374967190,36D0685582,REFERENCE,public_health_lab,3273,7
ASSOCIATES IN DERMATOLOGY INC,"6777 ENGLE ROAD, SUITE N, ROOM 305",MIDDLEBURG HEIGHTS,OH,44130,4403597115,36D0987996,REFERENCE,independent,1206,0
BIOLIFE PLASMA SERVICES LP,4299 ELIDA ROAD,LIMA,OH,45807,4192240117,36D1009827,REFERENCE,other,90078,0
QUEST DIAGNOSTICS OF PENNSYLVANIA INC,"700 HOWLAND WILSON RD, SE",WARREN,OH,44484,3308568611,36D1067584,REFERENCE,independent,32918,0
QUEST DIAGNOSTICS OF PENNSYLVANIA INC,835 SOUTHWESTERN RUN ROAD,POLAND,OH,44514,3303181118,36D1067585,REFERENCE,independent,37541,0
ACCUPATH DIAGNOSTIC LABORATORIES INC,"1737 TENNESSEE AVENUE, SUITE B",CINCINNATI,OH,45229,6153777161,36D1104050,REFERENCE,independent,1262,0
BIOLIFE PLASMA SERVICES LP,2850 TOWNE BLVD,MIDDLETOWN,OH,45044,5134241462,36D1106603,REFERENCE,other,115000,0
COMMUNITY ACTION AGAINST ADDICTION,5209 EUCLID AVE,CLEVELAND,OH,44103,2168810165,36D2027185,REFERENCE,other,102000,0
WEST CENTRAL OHIO HISTOLOGY LLC,375 N EASTOWN RD,LIMA,OH,45807,4192283500,36D2058199,REFERENCE,independent,2400,0
GNOME SCIENCES,"1476 MANNING PARKWAY, SUITE G",POWELL,OH,43065,6144316414,36D2068194,REFERENCE,independent,10,0
"AMERICAN DERMATOPATHOLOGY LABORATORY, LLC","210 EAST SPRING VALLEY ROAD, SUITE A",CENTERVILLE,OH,45458,9374124230,36D2072045,REFERENCE,independent,43511,0
"CSL PLASMA, INC",2617 NORTHLAND PLAZA DRIVE,COLUMBUS,OH,43231,6145682205,36D2099138,REFERENCE,other,74412,0
"CSL PLASMA, INC",255 MIDWAY BLVD,ELYRIA,OH,44035,4403745027,36D2109456,REFERENCE,other,79071,0
"CSL PLASMA, INC",6339 OLDE YORK ROAD,PARMA HEIGHTS,OH,44130,4404710460,36D2110200,REFERENCE,other,73784,0
"CSL PLASMA, INC",1600 S WATER STREET,KENT,OH,44240,3305525050,36D2110204,REFERENCE,other,69959,0
"CSL PLASMA, INC - CINCINNATI 189",8348 COLERAIN AVE,CINCINNATI,OH,45239,5137254175,36D2126220,REFERENCE,other,62261,0
"CSL PLASMA, INC",2035 S REYNOLDS ROAD,TOLEDO,OH,43614,5678030476,36D2145996,REFERENCE,other,67797,0
"CSL PLASMA, INC",4341 WHIPPLE AVENUE NW,CANTON,OH,44718,2348040019,36D2149399,REFERENCE,other,124766,0
"BAYLESS PATHMARK, INC","6777 ENGLE ROAD, SUITE M (ROOM A)",MIDDLEBURG HEIGHTS,OH,44130,4408260384,36D2169800,REFERENCE,independent,2500,0
"MIDWEST RECOVERY CENTER, LLC",4747 MONROE ST,TOLEDO,OH,43623,4434509347,36D2220842,REFERENCE,other,320000,0
"BIOLIFE PLASMA SERVICES, LP",4711 TALMADGE ROAD,TOLEDO,OH,43623,4193133406,36D2277759,REFERENCE,other,76018,0
UNIVERSITY HOSPITALS CRITICAL CARE TRANSPORT LLC,"11993 RAVENNA ROAD, SUITE 3",CHARDON,OH,44024,3305528012,36D2303734,REFERENCE,mobile_lab,1400,2
LABORATORY CORPORATION OF AMERICA HOLDINGS,"2500 W STRUB RD, STE 200",SANDUSKY,OH,44870,5132061640,36D2305120,REFERENCE,independent,107170,0
"INFORM DIAGNOSTICS, INC",10393 PARKSIDE DRIVE,BRECKSVILLE,OH,44141,2029047511,36D2308708,REFERENCE,independent,6359,0
CAROLYN SOK DERMATOPATHOLOGY,7000 WOODLANDS LN,SOLON,OH,44139,2158637942,36D2311219,REFERENCE,independent,5000,0
AMER AND SONS LAB CORPORATION DBA PUREVIEW LABS,30 WEST RAHN ROAD,DAYTON,OH,45429,9375467068,36D2313964,REFERENCE,independent,0,0
DR MOAD/DLCS,"2534 MILLVILLE SHANDON ROAD, SUITE 2",HAMILTON,OH,45013,9374342351,36D2320900,REFERENCE,independent,53216,0
"KRISTIN MCNAMARA, DDS, LLC","300 MARCONI BLVD, SUITE 308",COLUMBUS,OH,43215,5039067300,36D2323137,REFERENCE,independent,4000,0
WAH-ZHA-ZHI HEALTH CENTER,316 E MAIN ST,PAWHUSKA,OK,74056,5392122489,37D0050835,REFERENCE,other,13522,2
"CSL PLASMA, INC",716 NW 23RD,OKLAHOMA CITY,OK,73103,4055219204,37D0470270,REFERENCE,other,82000,0
"CSL PLASMA, INC",1216 NORTHWEST SHERIDAN ROAD,LAWTON,OK,73505,5802484851,37D0472132,REFERENCE,blood_bank,90000,0
OKLAHOMA STATE DEPARTMENT OF HEALTH,4615 W LAKE VIEW RD,STILLWATER,OK,74075,4055647750,37D0656594,REFERENCE,public_health_lab,2482000,0
"CSL PLASMA, INC",5030 E ADMIRAL PLACE,TULSA,OK,74115,9188382656,37D0670187,REFERENCE,other,55000,0
"CSL PLASMA, INC",824 SOUTH CHEYENNE AVE,TULSA,OK,74119,9185824346,37D0672172,REFERENCE,other,90000,0
"CSL PLASMA, INC",1327 E LINDSEY STREET,NORMAN,OK,73071,4054479977,37D0869306,REFERENCE,other,74000,0
CLINICAL PERFUSION SYSTEMS,1923 SOUTH UTICA,TULSA,OK,74104,9187442162,37D0931677,REFERENCE,independent,12500,0
BIOLIFE PLASMA SERVICES,2301 E HILLSIDE DRIVE,BROKEN ARROW,OK,74012,9183554890,37D1105352,REFERENCE,other,61877,0
"XYZ MEDICAL, LLC","104 W OHIO ST, STE 200",COALGATE,OK,74538,5802582026,37D2082356,REFERENCE,independent,2000,0
SAINT FRANCIS LAB-BA KENOSHA,1801 E KENOSHA ST,BROKEN ARROW,OK,74012,9184494160,37D2089971,REFERENCE,independent,3272,0
SAINT FRANCIS LAB-TULSA HILLS,7858 S OLYMPIA AVE,TULSA,OK,74132,9189869260,37D2089973,REFERENCE,independent,2086,0
PREMIER PLUS URGENT CARE,1616 S MUSTANG ROAD,YUKON,OK,73099,4052560501,37D2109478,REFERENCE,other,55000,0
SAINT FRANCIS LAB-SAND SPRINGS URGENT CARE,102 S MAIN ST,SAND SPRINGS,OK,74063,9182465761,37D2144421,REFERENCE,independent,1422,0
"BIOLIFE PLASMA SERVICES, LP",4275 NW 63RD ST,OKLAHOMA CITY,OK,73116,4052541912,37D2170881,REFERENCE,other,61100,0
QUEST DIAGNOSTICS - OKLAHOMA CITY RRL,"4200 W MEMORIAL RD, STE 110",OKLAHOMA CITY,OK,73120,9138952513,37D2223375,REFERENCE,independent,112000,0
ANATOMICAL PATHOLOGY ASSOCIATES-CP LAB,417 N MONTE VISTA,ADA,OK,74820,5805592023,37D2254947,REFERENCE,independent,389140,0
LABORATORY CORPORATION OF AMERICA,"11100 HEFNER POINTE DR, STE A",OKLAHOMA CITY,OK,73120,4052414140,37D2294638,REFERENCE,independent,78000,0
LABORATORY CORPORATION OF AMERICA,"2408 EAST 81ST ST, STE 110",TULSA,OK,74137,9187709222,37D2322172,REFERENCE,independent,37500,0
QUEST DIAGNOSTICS,200 HAWTHORNE AVE SE STE D440,SALEM,OR,97301,5033642579,38D0625794,REFERENCE,independent,14615,0
NORTH BEND MEDICAL CENTER,1900 WOODLAND DRIVE,COOS BAY,OR,97420,5412661251,38D0627047,REFERENCE,independent,1101201,0
CURRY HLTH DIST DBA CURRY GENERAL HOSPITAL,94220 4TH ST,GOLD BEACH,OR,97444,5412473050,38D0627147,REFERENCE,other,182268,0
QUEST DIAGNOSTICS - ROSEBURG,2410 NW EDENBOWER BLVD STE 177,ROSEBURG,OR,97471,5416733125,38D0667969,REFERENCE,independent,14414,0
"CSL PLASMA, INC",1221 S RIVERSIDE AVENUE,MEDFORD,OR,97501,5417769926,38D0672140,REFERENCE,other,87623,0
SALEM CLINIC LABORATORY,2020 CAPITOL STREET NE,SALEM,OR,97301,5033757469,38D0679715,REFERENCE,independent,1407922,0
"OREGON CLINIC GI PATHOLOGY LAB, THE","9701 SW BARNES ROAD, SUITE LL10",PORTLAND,OR,97225,5035179569,38D0712684,REFERENCE,ambulatory_surgery_center,55000,0
INCYTE PATHOLOGY - GRANDE RONDE HOSPITAL BRANCH,700 SUNSET DRIVE SUITE D,LA GRANDE,OR,97850,5095084519,38D0910143,REFERENCE,independent,1360,0
INCYTE PATHOLOGY-GOOD SHEPHERD BRANCH,610 NW 11TH STREET,HERMISTON,OR,97838,5095084519,38D0910144,REFERENCE,independent,3,0
ZRT LABORATORY,8605 SW CREEKSIDE PLACE,BEAVERTON,OR,97008,5034662445,38D0960950,REFERENCE,independent,1299540,0
CURRY MEDICAL CENTER LABORATORY,500 5TH ST,BROOKINGS,OR,97415,5414122042,38D0963720,REFERENCE,other,243429,0
LABORATORY CORPORATION OF AMERICA,3530 SE 88TH AVE,PORTLAND,OR,97266,5033497864,38D1027784,REFERENCE,independent,316,0
LABCORP- YVFW MIRASOL HERMISTON,589 NW 11TH STREET,HERMISTON,OR,97838,5095376539,38D1052678,REFERENCE,independent,1140,0
LABORATORY CORPORATION OF AMERICA,1175 MT HOOD AVE,WOODBURN,OR,97071,5035028209,38D1052679,REFERENCE,independent,1318,0
LABORATORY CORPORATION OF AMERICA,255 LANCASTER DR NE,SALEM,OR,97301,9714583092,38D1052681,REFERENCE,independent,317,0
ASSURE DRUG DETECTION LLC,607 ADAMS AVE,LA GRANDE,OR,97850,5416050355,38D2039090,REFERENCE,independent,55000,0
ZOOMCARE LABORATORY,11956 SW GARDEN PL,TIGARD,OR,97223,5039413759,38D2040640,REFERENCE,independent,507800,0
IP EUGENE 1,"10 COBURG RD, STE 200",EUGENE,OR,97401,5413936557,38D2060212,REFERENCE,independent,59433,0
VISTA PATHOLOGY LABORATORY LLC,500 SW RAMSEY AVENUE,GRANTS PASS,OR,97527,5417704559,38D2074144,REFERENCE,independent,8800,0
GOLDEN TOXICOLOGY LLC,2020 8TH AVE SUITE 218,WEST LINN,OR,97068,5039081339,38D2095727,REFERENCE,independent,152852,0
VISTA PATHOLOGY LABORATORY LLC,1111 CRATER LAKE AVENUE,MEDFORD,OR,97504,5417704559,38D2096241,REFERENCE,independent,4700,0
ZOOMCARE LLOYD DISTRICT SUPER,607 NE GRAND AVE,PORTLAND,OR,97232,5039413759,38D2100145,REFERENCE,independent,59000,0
SIRONA DX INC,4640 S MACADAM AVE,PORTLAND,OR,97239,5034423580,38D2143031,REFERENCE,independent,20,0
HIGH PRECISION LABORATORY INC,4033 N INTERSTATE AVE,PORTLAND,OR,97227,5033434454,38D2315693,REFERENCE,independent,5000,0
PREFERRED PRIMARY CARE PHYSICIANS INC,2375 GREENTREE ROAD SUITE 300,CARNEGIE,PA,15106,4124291522,39D0179913,REFERENCE,independent,608,0
GMG SCENERY PARK,200 SCENERY DRIVE,STATE COLLEGE,PA,16801,8142315564,39D0185014,REFERENCE,independent,16681,0
GMG POTTSVILLE,529 TERRY REILEY WAY,POTTSVILLE,PA,17901,5706244415,39D0189568,REFERENCE,independent,127865,0
GMG TUNKHANNOCK,809 HUNTER HWY MAIL CODE 38-16,TUNKHANNOCK,PA,18657,5709962739,39D0192921,REFERENCE,independent,130110,0
UPMC DERMATOPATHOLOGY LAB,MEDICAL ARTS BLDG DEPT OF DERMATOLOGY,PITTSBURGH,PA,15213,4128643860,39D0657006,REFERENCE,independent,5100,0
PITTSBURGH RETROVIRUS LABORATORY,3550 TERRACE ST ROOM S879 SCAIFE HALL,PITTSBURGH,PA,15261,4126248435,39D0657056,REFERENCE,other,113063,0
CENTERVILLE CLINICS INC LAB,1070 OLD NATIONAL PIKE ROAD,FREDERICKTOWN,PA,15333,7246326801,39D0657071,REFERENCE,independent,150248,0
GMG GRAYS WOODS,132 ABIGAIL LANE,PORT MATILDA,PA,16870,8142726010,39D0657274,REFERENCE,independent,163850,0
PUBLIC HEALTH LAB CITY OF PHILADELPHIA,1930 SOUTH BROAD STREET,PHILADELPHIA,PA,19145,2156856773,39D0657854,REFERENCE,independent,943800,0
PA DEPT OF HEALTH BUREAU OF LABS,110 PICKERING WAY,EXTON,PA,19341,6104502104,39D0709453,REFERENCE,public_health_lab,64219,0
CORE LABORATORY,"204 SIGMA DRIVE, RIDC PARK",PITTSBURGH,PA,15238,4129633550,39D0928351,REFERENCE,independent,10000,0
LANCASTER SKIN CENTER PC,190 NORTH POINTE BOULEVARD,LANCASTER,PA,17601,7175606444,39D0931167,REFERENCE,independent,490,0
ARTHRITIS & OSTEOPOROSIS CENTER INC,2760 CENTURY BOULEVARD,WYOMISSING,PA,19610,6103754251,39D0952961,REFERENCE,independent,16253,0
AZIZKHAN INTERNAL MEDICINE ASSOCIATES,888 POPLAR CHURCH ROAD,CAMP HILL,PA,17011,7177242126,39D0978140,REFERENCE,independent,475,0
"BIOLOGICAL SPECIALTY COMPANY, LLC",2165 NORTH LINE STREET,COLMAR,PA,18915,8334642873,39D0986074,REFERENCE,independent,871,0
SALIMETRICS LLC,101 INNOVATION BOULEVARD SUITE 302,STATE COLLEGE,PA,16803,9493825411,39D0986679,REFERENCE,independent,36000,0
"INFECTIOUS DISEASE LABORATORIES, UNIV OF PITTS",3550 TERRACE ST S830 SCAIFE HALL,PITTSBURGH,PA,15213,4123838138,39D1010503,REFERENCE,independent,450,0
BALDASSANO DERMATOPATHOLOGY PC,101 HILLCREST LANE,LOWER GWYNEDD,PA,19002,2156280855,39D1041216,REFERENCE,independent,3000,0
ATLANTIC DERMATOPATHOLOGY LLC,10 INDUSTRIAL HIGHWAY Q3 SUITE 1,LESTER,PA,19029,6105215040,39D1072929,REFERENCE,independent,7500,0
ST GEORGE'S LAB,88 OSBORNE STREET,JOHNSTOWN,PA,15905,8146193369,39D1097101,REFERENCE,independent,281891,0
YORK HOSP PULM PHYSIOLOGY LAB,2350 FREEDOM WAY SUITE 201,YORK,PA,17402,7178514340,39D1107858,REFERENCE,independent,350,0
HELOMICS CORPORATION,LAWRENCEVILLE TECHNOLOGY CTR,PITTSBURGH,PA,15201,8005476165,39D2008853,REFERENCE,independent,49910,0
PARTNERS IN SPECIALTY PATHOLOGY,1045 STEEPLECHASE DR,LANCASTER,PA,17601,7173937771,39D2037437,REFERENCE,independent,850,0
PHOENIXVILLE VALLEY FORGE DERMATOLOGY ASSOC,1260 VALLEY FORGE ROAD SUITE 103,PHOENIXVILLE,PA,19460,6109833980,39D2076698,REFERENCE,independent,151,0
"PRIMBIO RESEARCH INSTITUTE, LLC","3070 MCCANN FARM DR, STE 112",GARNET VALLEY,PA,19060,6104581112,39D2085645,REFERENCE,independent,5500,0
"GATES PHYSICIAN SERVICES, LLC",2525 9TH AVENUE SUITE 2B,ALTOONA,PA,16602,8143002273,39D2107217,REFERENCE,independent,3462,2
ARIEL PRECISION MEDICINE INC,"5750 CENTRE AVENUE, SUITE 270",PITTSBURGH,PA,15206,8446927435,39D2126563,REFERENCE,independent,500,0
LABORATORY ASSOCIATES OF ERIE LLC,"100 PEACH STREET, SUITE 202",ERIE,PA,16507,8144591851,39D2135920,REFERENCE,independent,1800,0
"CENTER FOR EMERGENCY MEDICINE OF WESTERN PA, INC",10 ALLEGHENY COUNTY AIRPORT,WEST MIFFLIN,PA,15122,4124603000,39D2142578,REFERENCE,other,1200,19
"CSL PLASMA, INC",180 EAST END CENTRE,WILKES BARRE,PA,18702,5708460094,39D2179898,REFERENCE,other,65105,0
"CONTAMINATION SOURCE IDENTIFICATION, LLC",419 14TH STREET,HUNTINGDON,PA,16652,8145069138,39D2180522,REFERENCE,independent,5000,0
STEMEXPRESS DBA CGT GLOBAL,"325 W GERMANTOWN PIKE, SUITE 200",EAST NORRITON,PA,19403,5306267000,39D2243490,REFERENCE,independent,10000,0
"RDL CONSULTING, LLC",1377 KELCHNER ROAD,BETHLEHEM,PA,18018,2012743325,39D2251137,REFERENCE,independent,2000,0
ADVANCED GENOMICS,"275 E STREET RD, SUITE A",FEASTERVILLE TREVOSE,PA,19053,2157150114,39D2262818,REFERENCE,independent,5000,0
PRISM MOLECULAR,"1801 MAIN STREET, SUITE 104",BLAKELY,PA,18447,5703828125,39D2278293,REFERENCE,independent,56800,0
INSTITUTE FOR DERMATOPATHOLOGY INC,6102 CREEKSIDE DRIVE,FLOURTOWN,PA,19031,6105503000,39D2290587,REFERENCE,independent,30000,0
VINODH PILLAI,1236 GREEN TREE LANE,PENN VALLEY,PA,19072,2679691423,39D2314273,REFERENCE,independent,400,0
PRESCIENT LAB SERVICES,176 HERSHEY RD,HERSHEY,PA,17033,8557497070,39D2320997,REFERENCE,independent,100,0
ACHD CLINICAL SERVICES,1908 WYLIE AVE,PITTSBURGH,PA,15219,4125788081,39D2321933,REFERENCE,other,0,2
GEISINGER DICKSON CTY CC LAB,703 MARTIN F GIBBONS BLVD,DICKSON CITY,PA,18519,5708462340,39D2322520,REFERENCE,independent,118774,0
LABORATORIO CLINICO VALLE ARRIBA,AVE MONSERRATE BH-13 LOCAL 2 VALLE ARRIBA HEIGTHS,CAROLINA,PR,00984,8097521105,40D0000265,REFERENCE,independent,16812,0
LABORATORIO CLINICO IRIZARRY GUASCH,"CALLE DR SANTIAGO VEVE # 42, STE 2",SAN GERMAN,PR,00683,8098925881,40D0000744,REFERENCE,independent,2155,2
LABORATORIO CLINICO Y  BACTERIOLOGICO BORINQUEN,45 AVE SEVERIANO CUEVAS,AGUADILLA,PR,00605,8098824700,40D0657978,REFERENCE,independent,17960,0
LABORATORIO CLINICO FERAM,ROMAN FLORES ST 65,AIBONITO,PR,00705,7877358686,40D0657985,REFERENCE,independent,14489,0
LABORATORIO CLINICO ROLMAR-RIVERA INC,113 ROMAN FLORES,AIBONITO,PR,00705,7877358245,40D0657986,REFERENCE,independent,19658,0
LABORATORIO CLINICO ANASCO,CALLE DAGUEY  #58,ANASCO,PR,00610,7878263072,40D0657987,REFERENCE,independent,8700,0
LABORATORIO CLINICO RODRIGUEZ,CALLE GONZALO MARIN #111 SUITE #1,ARECIBO,PR,00612,7878781717,40D0657993,REFERENCE,independent,17640,0
LAB CLINICO TOLEDO,CALLE PALMA 51,ARECIBO,PR,00612,7878800444,40D0657994,REFERENCE,independent,28449,0
LABORATORIO CLINICO TOLEDO,D-9 CALLE MARGINAL URB VISTA AZUL,ARECIBO,PR,00612,7878790539,40D0657995,REFERENCE,independent,58562,0
QUEST DIAGNOSTICS LABORATORIO DE ANALISIS CLINICO,CARR 2  KM 57  HM2 CRUCE DAVILA,BARCELONETA,PR,00617,7874742900,40D0658002,REFERENCE,independent,13886,0
LABORATORIO CLINICO BORINQUEN - HERMANAS DAVILA,CENTRO COMERCIAL HERMANAS DAVILA CARR PR - 2,BAYAMON,PR,00959,7877780015,40D0658013,REFERENCE,independent,41619,0
LABORATORIO CLINICO BORINQUEN - FOREST HILLS,"FOREST HILLS PLAZA, CARR PR-167, ESQUINA CALLE#15",BAYAMON,PR,00959,7877986776,40D0658016,REFERENCE,independent,4721,0
LABORATORIO CLINICO DR CAJIGAS,CT RADIOLOGY BLDG PO BOX 1527,BAYAMON,PR,00960,7877856943,40D0658017,REFERENCE,independent,165600,0
LABORATORIO TERESITA,AVE TENIENTE NELSON MARTINEZ N-59,BAYAMON,PR,00959,7877167050,40D0658020,REFERENCE,independent,29223,0
LABORATORIO CLINICO LOMAS VERDES,AVE LAUREL Z39 LOMAS VERDES,BAYAMON,PR,00956,7877877417,40D0658022,REFERENCE,independent,220578,0
LABORATORIO CLINICO PLAZA,AVE AGUAS BUENAS BLOQUE 10-2,BAYAMON,PR,00959,8097877244,40D0658023,REFERENCE,independent,10600,0
LABORATORIO CLINICO SANTA JUANITA,CALLE 30 AL-20 SANTA JUANITA,BAYAMON,PR,00956,7877400860,40D0658024,REFERENCE,independent,217841,0
LABORATORIO CLINICO BAYAMON,EDIF ESTACIONAMIENTO JOAQUIN MONTESINO,BAYAMON,PR,00960,7879452899,40D0658026,REFERENCE,independent,8565,0
LABORATORIO CLINICO JERICO,CALLE BRAU #30,CABO ROJO,PR,00623,7878511007,40D0658032,REFERENCE,independent,678000,0
LABORATORIO CLINICO BORINQUEN,CALLE DR GOYCO ESQ BALDORIOTY,CAGUAS,PR,00725,7877430330,40D0658037,REFERENCE,independent,1138676,0
LABORATORIO CLINICO TURABO,B 17 VILLA DEL CARMEN,CAGUAS,PR,00725,7876266253,40D0658039,REFERENCE,independent,26900,0
LABORATORIO CLINICO TROPICAL BY VILLA  ANA,CALL INTENDENTE RAMIREZ NUM 2,CAGUAS,PR,00726,7877441370,40D0658040,REFERENCE,independent,118551,0
LABORATORIO CLINICO BORINQUEN-BAIROA,CENTRO COMERCIAL BAIROA,CAGUAS,PR,00725,7877461536,40D0658041,REFERENCE,independent,18985,0
LABORATORIO CLINICO VILLA ANA CAGUAS,BORGONA 3 B5 3RA SEC VILLA DEL REY,CAGUAS,PR,00725,7877442000,40D0658043,REFERENCE,independent,3320,0
LABORATORIO CLINICO VEGA,50 MUNOZ RIVERA,CAMUY,PR,00627,7878984845,40D0658048,REFERENCE,independent,7341,0
LABORATORIO CLINICO CANOVANAS,"CALLE PALMER # 8, ESQ CALDERON MOJICA",CANOVANAS,PR,00729,7872563877,40D0658052,REFERENCE,independent,74532,0
"LABORATORIO CLINICO DOCTOR'S CENTER-2, INC","CALLE 11, BLOQUE 33 NUM 17, AVE ROBERTO CLEMENTE",VILLA CAROLINA,PR,00985,7877698349,40D0658056,REFERENCE,independent,12418,0
LABORATORIO CLINICO LAS ANTILLAS,104 SUR MUNOZ RIVERA ESQ BETANCES,CAYEY,PR,00736,7877382232,40D0658062,REFERENCE,independent,31364,0
LABORATORIO CLINICO DEFILLO FRANCESCHI,CALLE LUIS MUNOZ RIVERA #147,GUAYANILLA,PR,00656,7878352705,40D0658065,REFERENCE,independent,7699,0
LAB CLIN BORINQUEN - CIDRA PUEBLO,CALLE MUNOZ BARRIOS 41,CIDRA,PR,00739,7877396505,40D0658067,REFERENCE,independent,67668,0
LABORATORIO CLINICO IRIZARRY GUASCH,BALDORIOTY NUM 21,COAMO,PR,00769,7878254140,40D0658069,REFERENCE,independent,117566,0
LABORATORIO CLINICO COAMO INC,CALLE JOSE J QUINTON #129,COAMO,PR,00769,7878251908,40D0658070,REFERENCE,independent,34210,0
LABORATORIO CLINICO SORAM,1 MARIO BRASCHI,COAMO,PR,00769,7878251184,40D0658071,REFERENCE,independent,15504,0
LAB CLINICO SABANA DEL PALMAR,CALLE GEORGETTI #81 COMERIO,COMERIO,PR,00782,7878758335,40D0658072,REFERENCE,independent,11521,0
LABORATORIO CLINICO COROZAL INC,16 GANDARA ST,COROZAL,PR,00783,7878592465,40D0658073,REFERENCE,independent,39900,0
LAB CLINICO RODRIGUEZ INC,#2 CALLE MARIA ZENAIDA SUAREZ,COROZAL,PR,00783,7878593538,40D0658074,REFERENCE,independent,56324,0
LABORATORIO CLINICO Y DE REFERENCIA DEL ESTE,303 GENERAL VALERO AVENUE,FAJARDO,PR,00738,7878633000,40D0658083,REFERENCE,independent,656164,0
QUEST DIAGNOSTICS LABORATORIO DE ANALISIS CLINICO,CALLE CELIS AGUILERA NUM 6,FAJARDO,PR,00738,7878632886,40D0658085,REFERENCE,independent,2166688,0
EXPRESS CLINICAL LAB,CALLE BALDORIOTY NUM 22 OESTE,GUAYAMA,PR,00784,7878640630,40D0658091,REFERENCE,independent,45710,0
LABORATORIO CLINICO GUAYAMA,47-O BALDORIOTY ST,GUAYAMA,PR,00785,8098643636,40D0658093,REFERENCE,independent,196901,0
"LAB ORATORIO CLINICO GUAYANILLENSE,CSP",CALLE MUNOZ RIVERA #135,GUAYANILLA,PR,00656,7878353209,40D0658094,REFERENCE,independent,53395,0
LABORATORIO CLINICO BORINQUEN-PLAZA ESMERALDA,"PLAZA ESMERALDA, LOCALES 4-5,",GUAYNABO,PR,00969,7877205361,40D0658098,REFERENCE,independent,10363,0
LABORATORIO CLINICO GUAYNABO,HERMINIO DIAZ NAVARRO # 26,GUAYNABO,PR,00970,7877205556,40D0658099,REFERENCE,independent,10775,0
LABORATORIO CLINICO DEL PUEBLO,CALLE CARAZO 96,GUAYNABO,PR,00969,7877204140,40D0658100,REFERENCE,independent,110500,0
LABORATORIO CLINICO VILLA ANA,ANDRES ARUZ RIVERA 159,GURABO,PR,00778,7877378130,40D0658101,REFERENCE,independent,10980,0
LABORATORIO CLINICO CAMPO ALEGRE,CARR 130 MK 11 4 BO CAMPO ALEGRE,HATILLO,PR,00659,7878205371,40D0658102,REFERENCE,independent,70511,0
