name,city,state,zip,clia,domain,error
IDAHO BUREAU OF LABORATORIES,BOISE,ID,83712,13D0646339,healthandwelfare.idaho.gov,
IP BOISE 1,BOISE,ID,83704,13D0980387,cityofboise.org,
RAISE THE BOTTOM TRAINING AND CONSELING SERVICES,BOISE,ID,83709,13D2047419,raisethebottomidaho.com,
BIOLIFE PLASMA SERVICES LP,BOISE,ID,83713,13D2061664,biolifeplasma.com,
SIPI CLINIC LLC DBA SOUTHERN IDAHO PAIN INSTITUTE,TWIN FALLS,ID,83301,13D1105419,thepaindoc.net,
HEMATOLOGICS INC,BOISE,ID,83706,13D2159364,hematologics.com,
AIR ST LUKE'S - TREASURE VALLEY,BOISE,ID,83705,13D2068835,stlukesonline.org,
CSL PLASMA INC,NAMPA,ID,83651,13D2192339,cslplasma.com,
IDAHO GASTROENTEROLOGY ASSOCIATES,NAMPA,ID,83687,13D2224264,idahogastro.com,
PATHOLOGY SERVICES PC,POST FALLS,ID,83854,13D2204921,pcidf.com,
INCYTE PATHOLOGY - NORTHWEST SPECIALTY BRANCH,POST FALLS,ID,83854,13D2090203,incytepathology.com,
LABCORP POST FALLS,POST FALLS,ID,83854,13D2274131,locations.labcorp.com,
SPEK DIAGNOSTICS,GARDEN CITY,ID,83714,13D2272086,spekdiagnostics.com,
DEERFIELD DERMATOLOGY ASS,DEERFIELD,IL,60015,14D0412127,deerfielddermatology.com,
CHICAGO DEPT OF PUBLIC HLTH - AUSTIN STI CLINIC,CHICAGO,IL,60651,14D0646583,chicago.gov,
ST LUKE'S HOME BASED SERVICES,MERIDIAN,ID,83642,13D2315585,stlukesonline.org,
ILLINOIS DEPARTMENT OF PUBLIC HEALTH -CHICAGO,CHICAGO,IL,60612,14D0691828,dph.illinois.gov,
"CSL PLASMA, INC",DAVENPORT,IA,52801,14D0664914,cslplasma.com,
HEALIX DIAGNOSTICS,IDAHO FALLS,ID,83404,13D2315547,healixdiag.com,
MEDSTAR LABORATORY INC,HILLSIDE,IL,60162,14D0945905,medstarlab.com,
"MEDICAL ASSAY LABORATORY, INC",DARIEN,IL,60561,14D1044662,medassay.com,
LABORATORY CORPORATION OF AMERICA,CHICAGO,IL,60631,14D1054938,locations.labcorp.com,
SEMANS DERMATOPATHOLOGY SERVICE,ROCHESTER,IL,62563,14D0982952,centercare.com,
"CSL PLASMA, INC",MELROSE PARK,IL,60160,14D1049824,cslplasma.com,
ILLINOIS DEPARTMENT OF PUBLIC HEALTH LABORATORY,CARBONDALE,IL,62901,14D0647032,dph.illinois.gov,
ACL CAC LAB,PARK RIDGE,IL,60068,14D1103190,advocatehealth.com,
QUALITY LAB ONE,CHICAGO,IL,60631,14D2006925,qualitylabone.com,
LAB EXPRESS CORPORATION,OAK LAWN,IL,60453,14D2042184,labexpresscorp.com,
M I LAB,LOMBARD,IL,60148,14D2064071,industrynet.com,
BIOLIFE PLASMA SERVICES,BOLINGBROOK,IL,60440,14D2143383,biolifeplasma.com,
"SPIRIPLEX, INC",LINCOLNSHIRE,IL,60069,14D2063316,spiriplex.com,
MIDWEST CTR FOR WOMENS HEALTHCARE LAB,LIBERTYVILLE,IL,60048,14D2093116,mcwhc.com,
HISTOLOGY CORP,LAKE BLUFF,IL,60044,14D2101871,sourcemp.com,
QUEST DIAGNOSTICS - FAIRFIELD COMMUNITY HEALTH,FAIRFIELD,IL,62837,14D2044263,questdiagnostics.com,
"CSL PLASMA, INC",JOLIET,IL,60435,14D2148148,cslplasma.com,
VIOS FERTILITY INSTITUTE CHICAGO WICKER PARK,CHICAGO,IL,60622,14D2118892,viosfertility.com,
"HEART TEAM, LLC, THE",ELGIN,IL,60123,14D2160986,heartteamllc.com,
"CITILABS, INC",CHICAGO,IL,60659,14D2056591,citilabsinc.com,
VIOS FERTILITY INSTITUTE-HOFFMAN ESTATES,HOFFMAN ESTATES,IL,60169,14D2164765,kindbody.com,
"CSL PLASMA, INC",ROCKFORD,IL,61108,14D2134446,cslplasma.com,
BIOLIFE PLASMA SERVICES LP,VILLA PARK,IL,60181,14D2170901,biolifeplasma.com,
BIOLIFE PLASMA SERVICES L P,ADDISON,IL,60101,14D2173717,biolifeplasma.com,
BIOLIFE PLASMA SERVICES L P,HARWOOD HEIGHTS,IL,60706,14D2189505,biolifeplasma.com,
"CSL PLASMA, INC",HAZEL CREST,IL,60429,14D2076443,cslplasma.com,
NEELYX LABS,WOOD DALE,IL,60191,14D2209971,neelyx.com,
ILLINIOS TECH LABS INC,SKOKIE,IL,60076,14D2253709,testitl.com,
BIOLIFE PLASMA SERVICES LP,ROCKFORD,IL,61108,14D2255902,biolifeplasma.com,
"OAK PARK LAB, LLC",OAK PARK,IL,60302,14D2281361,oakparklab.com,
LABORATORY & PATHOLOGY DIAGNOSTICS,NAPERVILLE,IL,60540,14D2227207,labpathdx.com,
R & R CLINICAL LAB INC,NAPERVILLE,IL,60564,14D2209968,rrclinicallab.com,
FIRST BIO LAB OF ILLINOIS LLC,ARLINGTON HEIGHTS,IL,60005,14D2292448,138.68.39.23,
ALC DIAGNOSTICS LLC,DES PLAINES,IL,60016,14D2228364,alcdx.com,
BIOLIFE PLASMA SERVICES LP,JOLIET,IL,60435,14D2224869,biolifeplasma.com,
ONCOOPTIMA INC,CHICAGO,IL,60642,14D2321920,oncooptima.com,
"CYTOLOGY PATH SERVICES, INC",INDIANAPOLIS,IN,46228,15D0353522,cytopath.cc,
BIOLIFE PLASMA SERVICES,CHICAGO,IL,60620,14D2278605,biolifeplasma.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,CARMEL,IN,46032,15D0355012,labcorp.com,
SOLARIS DX2 LLC,TILTON,IL,61833,14D2310197,tiltonsolar.com,
BIOLIFE PLASMA SERVICES LP,FORT WAYNE,IN,46825,15D0663648,biolifeplasma.com,
SOUTH BEND MEDICAL FOUNDATION/MEMORIAL LAB,SOUTH BEND,IN,46601,15D0357146,sbmf.org,
ELKHART COUNTY HEALTH DEPT,ELKHART,IN,46516,15D0687159,health.elkhartcounty.com,
VANDERBURGH COUNTY HEALTH DEPARTMENT,EVANSVILLE,IN,47713,15D0361375,vanderburghhealth.org,
"NEOGENOMICS LABORATORIES, INC",TINLEY PARK,IL,60477,14D2269729,neogenomics.com,
YAFA MEDICAL LAB INC,OAK LAWN,IL,60453,14D2312556,yafalab.com,
BIOLIFE PLASMA SERVICES LP,MUNCIE,IN,47304,15D0668906,biolifeplasma.com,
"CSL PLASMA, INC",EVANSVILLE,IN,47711,15D0862908,cslplasma.com,
BECK ANALYTICAL SERVICES LLC,GREENWOOD,IN,46142,15D0857296,becklabs.com,
"CSL PLASMA, INC",HOBART,IN,46342,15D2144183,cslplasma.com,
HNQ CONSULTING INC,GLENVIEW,IL,60025,14D2287780,hqconsultinginc.com,
CYTOLOGY PATHOLOGY SERVICES,AVON,IN,46123,15D0987079,solvhealth.com,
MID AMERICA PATHOLOGY SERVICES,CARMEL,IN,46032,15D0935056,,
MARION COUNTY PUBLIC HEALTH STAT LABORATORIES,INDIANAPOLIS,IN,46202,15D0684048,marionhealth.org,
BIOLIFE PLASMA SERVICES LP,KOKOMO,IN,46902,15D1024841,biolifeplasma.com,
BIOLIFE PLASMA SERVICES,FORT WAYNE,IN,46804,15D2069078,biolifeplasma.com,
"CSL PLASMA, INC",INDIANAPOLIS,IN,46205,15D2103093,cslplasma.com,
"LABORATORY CORPORATION OF AMERICA HOLDINGS,",TERRE HAUTE,IN,47802,15D2073570,labcorp.com,
"INDIGOBRIDGE LABORATORIES, LLC",WEST LAFAYETTE,IN,47906,15D2129713,indigobridgelab.com,
"TECHNICAL RESOURCE MANAGEMENT, LLC",INDIANAPOLIS,IN,46241,15D2226770,opengovus.com,
SOUTH BEND MEDICAL FOUNDATION / EGH,ELKHART,IN,46514,15D2147528,sbmf.org,
SOLARIS DX,INDIANAPOLIS,IN,46256,15D2289299,solarisdx.com,
SCOPE DX LLC,INDIANAPOLIS,IN,46220,15D2315802,scopedx.org,
BIOLIFE PLASMA SERVICES LP,ELKHART,IN,46514,15D1093850,biolifeplasma.com,
MARY GREELEY MEDICAL CENTER,AMES,IA,50010,16D0382531,mgmc.org,
CROSS MEDICAL LABORATORIES LLP,IOWA CITY,IA,52245,16D0386471,crossmedicallabs.com,
"LABCORP EARLY DEVELOPMENT LABORATORIES, INC",GREENFIELD,IN,46140,15D2225409,drugdevelopment.labcorp.com,
POLK COUNTY HEALTH DEPARTMENT,DES MOINES,IA,50314,16D0667028,polkcountyiowa.gov,
BIOLIFE PLASMA SERVICES LP,CORALVILLE,IA,52241,16D0722440,biolifeplasma.com,
BIOLIFE PLASMA SERVICES,DUBUQUE,IA,52002,16D0722305,biolifeplasma.com,
STATE HYGIENIC LABORATORY,CORALVILLE,IA,52241,16D0648109,shl.uiowa.edu,
BIOLIFE PLASMA SERVICES LP,CEDAR RAPIDS,IA,52402,16D0901558,biolifeplasma.com,
LABCORP-DAVENPORT,DAVENPORT,IA,52807,16D0915920,locations.labcorp.com,
LABCORP WATERLOO,WATERLOO,IA,50703,16D0384932,locations.labcorp.com,
STATE HYGIENIC LABORATORY,ANKENY,IA,50023,16D0709302,shl.uiowa.edu,
ELEMENT MATERIALS TECHNOLOGY IOWA CITY INC,NORTH LIBERTY,IA,52317,16D1016194,element.com,
BIOLIFE PLASMA SERVICES LP,AMES,IA,50010,16D0946208,biolifeplasma.com,
"BIOLIFE PLASMA SERVICES, LP",SIOUX CITY,IA,51106,16D1094097,biolifeplasma.com,
SIOUXLAND DISTRICT HEALTH DEPARTMENT,SIOUX CITY,IA,51105,16D0648020,siouxlanddistricthealth.org,
"BIOLIFE PLASMA SERVICES, LP",CEDAR RAPIDS,IA,52404,16D2056036,biolifeplasma.com,
BIOLIFE PLASMA SERVICES LP,CEDAR FALLS,IA,50613,16D1105044,biolifeplasma.com,
BIOLIFE PLASMA SERVICES,GREENWOOD,IN,46143,15D2111948,biolifeplasma.com,
SALINE COUNTY HEALTH DEPARTMENT,SALINA,KS,67401,17D0648346,salinecountyks.gov,
"BIOLIFE PLASMA SERVICES, LP",WATERLOO,IA,50702,16D2066137,biolifeplasma.com,
"CARDIO DIAGNOSTICS, INC",IOWA CITY,IA,52245,16D2331364,cdio.ai,
"WELAND CLINICAL LABORATORIES, PC",WATERLOO,IA,50701,16D2171828,welandlaboratories.com,
KANSAS HEALTH AND ENVIRONMENTAL LABORATORY,TOPEKA,KS,66620,17D0648254,kdheks.gov,
WPM PATHOLOGY LABORATORY,SALINA,KS,67401,17D0648347,wpmpath.com,
LABCORP KANSAS INC - MAIN LAB,WICHITA,KS,67214,17D0985294,labcorp.com,
HEALTH RESEARCH INSTITUTE,FAIRFIELD,IA,52556,16D2122655,hrilabs.org,
JOHNSON COUNTY DEPT OF HEALTH & ENVIRONMENT,OLATHE,KS,66061,17D0667024,jocogov.org,
PH ENTERPRISES INC DBA MAG-LAB,PITTSBURG,KS,66762,17D0901100,chamberdata.net,
"LABCORP KANSAS, INC - FOUNDER'S CIRCLE",WICHITA,KS,67206,17D1041555,labcorp.com,
UPH LABORATORY SUNNYBROOK MEDICAL PLAZA,SIOUX CITY,IA,51106,16D2061430,sunnybrookmedicalplaza.net,
"HEARTLAND PATHOLOGY, PA",WICHITA,KS,67226,17D1027743,heartlandpathology.com,
"HEARTLAND PATHOLOGY DIAGNOSTICS, LLC",WICHITA,KS,67226,17D2093824,heartlandpathology.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,MANHATTAN,KS,66502,17D1060629,locations.labcorp.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,OVERLAND PARK,KS,66223,17D1069017,labcorp.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,OVERLAND PARK,KS,66211,17D2046183,labcorp.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,OVERLAND PARK,KS,66212,17D1085173,labcorp.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,LENEXA,KS,66219,17D2227560,locations.labcorp.com,
MAWD PATHOLOGY GROUP PA,PARSONS,KS,67357,17D2147750,mawdpathology.com,
"KC BARIATRIC, LLC",LENEXA,KS,66227,17D2217035,kcbariatric.com,
LOUISVILLE METRO HEALTH DEPT LABORATORY,LOUISVILLE,KY,40202,18D0321506,louisvilleky.gov,
LABORATORY CORPORATION OF AMERICA HOLDINGS,OVERLAND PARK,KS,66210,17D1069020,labcorp.com,
WPM PATHOLOGY LABORATORY CHRTD-VALLEY CENTER,VALLEY CENTER,KS,67147,17D2273617,wpmpath.com,
"KC PATHOLOGY, PA",OVERLAND PARK,KS,66210,17D2315013,kcpathology.com,
UNIVERSITY OF LOUISVILLE INFECTIOUS DISEASES,LOUISVILLE,KY,40202,18D0648480,medicine.louisville.edu,
WESTERN KENTUCKY REGIONAL BLOOD CENTER,OWENSBORO,KY,42303,18D0326385,wkrbc.org,
"MIDWEST PATHOLOGY ASSOCIATES, LLC",OVERLAND PARK,KS,66210,17D2227386,mpapath.com,
BAPTIST HEALTH DEACONESS MEDICAL GROUP,POWDERLY,KY,42367,18D0326452,baptisthealthdeaconess.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,OLATHE,KS,66061,17D1069021,labcorp.com,
APPALACHIAN REGIONAL HEALTHCARE REFERENCE,HAZARD,KY,41701,18D0648509,arh.org,
RCH MEDICAL ARTS LAB,RUSSELL SPRINGS,KY,42642,18D0665671,russellcohospital.org,
LABORATORY CORPORATION OF AMERICA,LEXINGTON,KY,40504,18D0683724,locations.labcorp.com,
OWENSBORO MEDICAL PRACTICE LABORATORY,OWENSBORO,KY,42303,18D0989820,owensboromedical.com,
"HMH I, LLC",OVERLAND PARK,KS,66211,17D2278511,hmhco.com,
CLEANSE CLINIC PSC,LOUISVILLE,KY,40203,18D2120455,thecleanseclinic.com,
"HC SYSTEMS, LLC D/B/A COASTAL BIOTECH",LEXINGTON,KY,40503,18D2169907,coastalbiotech.com,
FAMILY DERMATOLOGY,LOUISVILLE,KY,40220,18D0931856,familydermky.com,
"ASSOCIATED PATHOLOGIST, LLC",HOPKINSVILLE,KY,42240,18D2130538,associated-pathologists.com,
"DBC PATH, LLC",LEXINGTON,KY,40502,18D2211096,pathways-ky.org,
"ADIS DIAGNOSTICS, LLC",LANCASTER,KY,40444,18D2176709,everydayhealth.care,
LOUISIANA OFFICE OF PUBLIC HEALTH LABORATORY,BATON ROUGE,LA,70802,19D0663536,ldh.la.gov,
"RG DIAGNOSTICS, LLC",JACKSON,KY,41339,18D2304762,rgdiagnostics.us,
THR PEDIATRICS & WELLNESS CENTER,LOUISVILLE,KY,40258,18D2227310,thrpediatrics.com,
"INFORM DIAGNOSTICS, INC",ANCHORAGE,KY,40223,18D2305199,informdx.com,
CARDINAL LABS,LOUISVILLE,KY,40220,18D2289947,cardinaltechnologyky.com,
"SKINPATH DIAGNOSTICS, LLC",MATHEWS,LA,70375,19D2061541,skinpathsolutions.com,
"DELTA PATHOLOGY GROUP, LLC - WOMEN'S & CHILDREN'S",LAFAYETTE,LA,70508,19D2014889,deltapathology.com,
DELTA PATHOLOGY GROUP LLC  LAFAYETTE  LOURDES,LAFAYETTE,LA,70508,19D2010173,deltapathology.com,
"PATHOLOGY LABORATORY, INC, THE",LAFAYETTE,LA,70506,19D2018531,picksie.com,
"DELTA PATHOLOGY GROUP, LLC - NORTHEAST",WEST MONROE,LA,71291,19D0966840,deltapathology.com,
BATON ROUGE CLINIC CENTRAL LAB,MONROE,LA,71201,19D2093805,batonrougeclinic.com,
GRAVES GILBERT CLINIC PLLC,BOWLING GREEN,KY,42101,18D0692926,gravesgilbert.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,NATCHITOCHES,LA,71457,19D2170632,labcorp-locations.com,
"DELTA PATHOLOGY GROUP, LLC NLMC",RUSTON,LA,71270,19D2255229,deltapathology.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,MINDEN,LA,71055,19D2170631,labcorp.com,
"DELTA PATHOLOGY GROUP, LLC AT TOURO INFIRMARY",NEW ORLEANS,LA,70115,19D2135612,deltapathology.com,
DELTA PATHOLOGY GROUP-WEST JEFFERSON MEDICAL CNTR,MARRERO,LA,70072,19D2036128,deltapathology.com,
LABORATORY CORPORATION OF AMERICA HOLDINGS,SHREVEPORT,LA,71104,19D2170633,locations.labcorp.com,
"ADMA BIOCENTERS GEORGIA, INC",HAMMOND,LA,70401,19D2259195,admabiocenters.com,
QUEST DIAGNOSTICS MARY BIRD PERKINS CANCER CENTER,COVINGTON,LA,70433,19D2226722,marybird.org,
RESOLVE MOLECULAR DIAGNOSTICS LLC,METAIRIE,LA,70006,19D2237355,resolvemdx.com,
"PATHOLOGY LABORATORY, LLC -- ALEXANDRIA, THE",ALEXANDRIA,LA,71301,19D2294114,,
"DELTA PATHOLOGY GROUP, LLC - WK PIERREMONT",SHREVEPORT,LA,71115,19D2312521,deltapathology.com,
"DELTA PATHOLOGY GROUP, LLC-WK BOSSIER",BOSSIER CITY,LA,71111,19D2312646,deltapathology.com,
"DELTA PATHOLOGY GROUP, LLC-WK SOUTH",SHREVEPORT,LA,71118,19D2312648,deltapathology.com,
OCHSNER LSU HEALTH SHREVEPORT REGIONAL UROLOGY PPM,SHREVEPORT,LA,71106,19D2319048,ochsnerlsuhs.org,
"DELTA PATHOLOGY GROUP LLC, ASC",COVINGTON,LA,70433,19D2313029,deltapathology.com,
ORION LABORATORIES,BATON ROUGE,LA,70808,19D2296523,orion.healthcare,
MD DEPT OF HEALTH,BALTIMORE,MD,21205,21D0649758,health.maryland.gov,
ORAL PATHOLOGY SERVICES,GAITHERSBURG,MD,20879,21D0941021,gmoralsurgery.com,
ORAL PATHOLOGY CONSULTANTS,BALTIMORE,MD,21201,21D0649765,dental.umaryland.edu,
DELTA PATHOLOGY GROUP LLC - WK NORTH,SHREVEPORT,LA,71103,19D2312834,deltapathology.com,
PATHOLOGY ASSOCIATES LABORATORIES PC,BALTIMORE,MD,21239,21D0219659,pathologyassociates.net,
BALTIMORE CITY HEALTH DEPT EASTERN SEXUAL HLTH CLI,BALTIMORE,MD,21202,21D0710717,baltimorecity.gov,
MAINE HEALTH & ENVIRONMENTAL TESTING LAB,AUGUSTA,ME,04333,20D0649525,www3.maine.gov,
CLIA MOLECULAR DIAGNOSTICS LABORATORY,FREDERICK,MD,21701,21D0947274,frederick.cancer.gov,
LABORATORY CORPORATION OF AMERICA,LINTHICUM,MD,21090,21D0981877,locations.labcorp.com,
QUEST DIAGNOSTICS LLC,BANGOR,ME,04401,20D2277679,locations.questdiagnostics.com,
LABORATORY OF PARASITIC DISEASES,BETHESDA,MD,20814,21D0957207,ghedinlab.org,
GEORGETOWN DERMPATH,EASTON,MD,21601,21D1093911,georgetowndermpath.com,
PRINCE GEORGE'S CO HEALTH DEPARTMENT STD STAT LAB,CHEVERLY,MD,20785,21D1085624,princegeorgescountymd.gov,
LAKE CRESCENT HEALTH LLC,BATON ROUGE,LA,70801,19D2330525,lakecrescenthealth.com,
JOHNS HOPKINS BIOLOGICAL REPOSITORY,BALTIMORE,MD,21205,21D2004577,grcf.jhmi.edu,
MOLECULAR CHARACTERIZATION LABORATORY,FREDERICK,MD,21702,21D2097127,frederick.cancer.gov,
CAPITOL DERMATOPATHOLOGY LLC,BETHESDA,MD,20817,21D1099518,bdlab.com,
"CHESAPEAKE TOXICOLOGY RESOURCES, LLC",FREDERICK,MD,21701,21D2105193,ctrlabs.com,
PHI LIFE SCIENCES,COLLEGE PARK,MD,20740,21D2158103,philifesciences.com,
"NEURODIAGNOSTICS, INC, DBA SYNAPS DX",ROCKVILLE,MD,20852,21D2130277,synapsdx.com,
CAPITAL DIAGNOSTICS,LAUREL,MD,20707,21D2076584,capitaldxlab.com,
"CSL PLASMA, INC",DISTRICT HEIGHTS,MD,20747,21D2159794,cslplasma.com,
MINOMIC INC,GAITHERSBURG,MD,20877,21D2255627,minomic.com,
OXFORD BIODYNAMICS INC,FREDERICK,MD,21703,21D2284653,oxfordbiodynamics.com,
"HAYSTACK ONCOLOGY, INC",BALTIMORE,MD,21230,21D2278691,haystackoncology.com,
SMITHERS PHARMACEUTICAL DEVELOPMENT  SERVICES,GAITHERSBURG,MD,20878,21D2074024,smithers.com,
NEW DISCOVERY LABORATORIES,BALTIMORE,MD,21202,21D2196263,newdiscoverylabs.com,
ALLETESS MEDICAL LABORATORY,ROCKLAND,MA,02370,22D0080258,alletess.co,
PATH READS LLC,ELLICOTT CITY,MD,21043,21D2310132,pathtoreading.com,
LAB RX LLC,FREDERICK,MD,21702,21D2138383,labrxpartners.com,
NEW ENGLAND NEWBORN SCREENING PROGRAM,WORCESTER,MA,01605,22D0935548,nensp.umassmed.edu,
MGB PATHOLOGY - PMA LAB,HAVERHILL,MA,01830,22D0071593,massgeneralbrigham.org,
MASSACHUSETTS DEPARTMENT OF PUBLIC HEALTH,JAMAICA PLAIN,MA,02130,22D0650270,mass.gov,
DRUID FAMILY PLANNING CLINIC,BALTIMORE,MD,21223,21D2332152,bedsider.org,
"IMGEN DIAGNOSTICS, INC",NORWOOD,MA,02062,22D1040440,imgendx.com,
DERMATOPATHOLOGY CONSULTATIONS LLC,BURLINGTON,MA,01805,22D1049112,dermatopathologyconsultations.com,
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,01604,22D1034604,locations.questdiagnostics.com,
SKIN PATHOLOGY LABORATORY INC,BOSTON,MA,02118,22D0075241,skinpathlab.com,
"DERMPATH NEW ENGLAND, LLC",WELLESLEY HILLS,MA,02481,22D1049111,startupwebsolutions.com.au,
"ADULT & PEDIATRIC DERMATOLOGY, PC",WESTFORD,MA,01886,22D0687234,apderm.com,
MERSI IMMUNOPATHOLOGY LABORATORY,WALTHAM,MA,02451,22D2017227,mersi.com,
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,01606,22D2059744,locations.questdiagnostics.com,
CLS DIAGNOSTICS,FRANKLIN,MA,02038,22D2048596,clsdiagnostics.com,
EPIGENDX INC,HOPKINTON,MA,01748,22D2079826,epigendx.com,
CLEANSLATE CENTERS,HOLYOKE,MA,01040,22D1105941,cleanslatecenters.com,
SBH DIAGNOSTICS INC,NATICK,MA,01760,22D2060724,sbhdiagnostics.com,
BEACON PATHOLOGY LLC,DOVER,MA,02030,22D2063384,beaconpathology.com,
LABCORP AT ST VINCENT CANCER & WELLNESS,WORCESTER,MA,01608,22D2061396,stvincenthospital.com,
"QUANTUM PATHOLOGY, LLC",WALTHAM,MA,02451,22D2081781,quantumpathology.com,
"EAST SIDE CLINICAL LABORATORY, INC",FALL RIVER,MA,02720,22D2084765,eastsidelab.com,
NEW AMSTERDAM GENOMICS CAMBRIDGE LAB,CAMBRIDGE,MA,02139,22D2084314,nagenomics.com,
KBMO DIAGNOSTICS,HOPEDALE,MA,01747,22D2095272,kbmodiagnostics.com,
PRECISION TOXICOLOGY LLC DBA PRECISION DIAGNOSTICS,DARTMOUTH,MA,02747,22D2133197,precisiontoxicology.com,
CGT GLOBAL,BOSTON,MA,02135,22D2159614,cgt.global,
ADULT & PEDIATRIC DERMATOLOGY PC,CONCORD,MA,01742,22D2084929,apderm.com,
KUCHNIR DERMATOLOGY & DERMATOLOGIC SURGERY,MARLBOROUGH,MA,01752,22D2149497,kuchnirdermatology.com,
MGB HOME HOSPITAL,CAMBRIDGE,MA,02138,22D2253860,homehospital.bwh.harvard.edu,
"MICROBIOLOGY DX, INC",BEDFORD,MA,01730,22D2089996,microbiologydx.com,
QUEST DIAGNOSTICS MASSACHUSETTS LLC,BROCKTON,MA,02301,22D2142457,locations.questdiagnostics.com,
ETHOS LABORATORIES,WORCESTER,MA,01605,22D2216336,ethos-labs.com,
CANVENTA NORTHEAST,MANSFIELD,MA,02048,22D2263016,northeast.canventa.com,
"NEW ENGLAND LIFEFLIGHT, INC",BEDFORD,MA,01730,22D2273556,bostonmedflight.org,
PROGENE DX LLC,BEDFORD,MA,01730,22D2259522,progenedx.com,
GENOMICS INC,BEVERLY,MA,01915,22D2290518,genomicexpression.com,
BIOLIFE PLASMA SERVICES L P,GRAND RAPIDS,MI,49546,23D0689983,biolifeplasma.com,
"BIOLIFE PLASMA SERVICES, LP",ATTLEBORO,MA,02703,22D2274949,biolifeplasma.com,
"BIOLIFE PLASMA SERVICES, LP",MEDFORD,MA,02155,22D2253325,biolifeplasma.com,
PREDICTA BIOSCIENCES,CAMBRIDGE,MA,02139,22D2314039,predictabiosciences.com,
SAGINAW COUNTY HEALTH DEPARTMENT,SAGINAW,MI,48602,23D0374190,saginawpublichealth.org,
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",CARLISLE,MA,01741,22D2316555,informdx.com,
"CSL PLASMA, INC",LANSING,MI,48910,23D0672133,cslplasma.com,
QUEST DIAGNOSTICS FLINT RRL,FLINT,MI,48504,23D0664147,locations.questdiagnostics.com,
SAGINAW COUNTY HEALTH DEPARTMENT,SAGINAW,MI,48602,23D0876614,saginawpublichealth.org,
WSU INFECTIOUS DISEASE LABORATORY,DETROIT,MI,48201,23D0701648,infectiousdiseases.med.wayne.edu,
BIOLIFE PLASMA SERVICES,WALKER,MI,49544,23D0676909,biolifeplasma.com,
"CANCER AND HEMATOLOGY CENTERS, THE",ROSEVILLE,MI,48066,23D0675313,thechc.com,
FORENSIC FLUIDS LABORATORIES INC,KALAMAZOO,MI,49007,23D1045429,forensicfluids.com,
CSL PLASMA INC,SOUTHFIELD,MI,48075,23D2002432,cslplasma.com,
"CANCER AND HEMATOLOGY CENTERS, THE",EAST LANSING,MI,48823,23D0973254,thechc.com,
"CANCER AND HEMATOLOGY CENTERS, THE",HOLLAND,MI,49424,23D0929489,thechc.com,
WESTERN SLOPE LABORATORY,TROY,MI,48083,23D1047507,westernslopelabs.com,
"CSL PLASMA, INC",LANSING,MI,48917,23D2089978,cslplasma.com,
"CANCER AND HEMATOLOGY CENTERS, THE",NORTON SHORES,MI,49444,23D1081376,thechc.com,
BIOLIFE PLASMA SERVICES L P,MOUNT PLEASANT,MI,48858,23D1019377,biolifeplasma.com,
"AMERATHON, LLC",FARMINGTON HILLS,MI,48331,23D2045786,fhgov.com,
CSL PLASMA INC,ROSEVILLE,MI,48066,23D2036201,cslplasma.com,
GREAT LAKES MEDICAL LABORATORIES INC,DEARBORN,MI,48126,23D2028847,glmlinc.com,
"DIRECT PATH SERVICES, P C",BINGHAM FARMS,MI,48025,23D2063166,dirpath.com,
CSL PLASMA INC,PONTIAC,MI,48341,23D2075442,cslplasma.com,
"CSL PLASMA, INC",LINCOLN PARK,MI,48146,23D2060525,cslplasma.com,
BIOLIFE PLASMA SERVICES L P,GRANDVILLE,MI,49418,23D2078501,biolifeplasma.com,
"CSL PLASMA, INC",FORT GRATIOT,MI,48059,23D2119598,cslplasma.com,
"CSL PLASMA, INC",HIGHLAND PARK,MI,48203,23D2093052,cslplasma.com,
"CANCER AND HEMATOLOGY CENTERS, THE",GRAND RAPIDS,MI,49546,23D2125912,thechc.com,
"CSL PLASMA, INC",GRAND BLANC,MI,48439,23D2164027,cslplasma.com,
QUEST DIAGNOSTICS INC - DEARBORN RRL,DEARBORN,MI,48124,23D2129463,locations.questdiagnostics.com,
QUEST DIAGNOSTICS - CADILLAC,CADILLAC,MI,49601,23D2033441,locations.questdiagnostics.com,
"CSL PLASMA, INC",WYOMING,MI,49509,23D2128049,cslplasma.com,
"CSL PLASMA, INC",PORTAGE,MI,49024,23D2130555,cslplasma.com,
"BIOLIFE PLASMA SERVICES, L P",WARREN,MI,48088,23D2190107,biolifeplasma.com,
DERMATOPATHOLOGY LABORATORY OF CENTRAL STATES,CLINTON TOWNSHIP,MI,48038,23D2210534,dermpathlab.com,
"CSL PLASMA, INC",JACKSON,MI,49203,23D2153139,cslplasma.com,
