src_name,src_domain,src_clia,persona,apollo_id,contact_name,contact_first_name,contact_email,contact_title,contact_linkedin_url,contact_phone
MD TOX LABORATORY,startupwebsolutions.com.au,05D2040304,ceo_owner,6315eb7b876fea0001698e45,Erick Gu***a,Erick,(require direct fetch),Owner,,(require direct fetch)
SHARP REES - STEALY CLINICAL LABORATORY-FIR,sharp.com,05D2056068,ceo_owner,60768a44420f2e0001b5dae9,Scott Ev***s,Scott,(require direct fetch),Executive Vice President,,(require direct fetch)
SHARP REES - STEALY CLINICAL LABORATORY-FIR,sharp.com,05D2056068,lab_director,665b239536e7ad00017aedf2,Elisa Ca***e,Elisa,(require direct fetch),Director of Operations,,(require direct fetch)
SAN DIEGO FAMILY DERMATOLOGY,sdfamilyderm.com,05D2060295,ceo_owner,609181e6f38c9c00011309a1,Brooke Sa***h,Brooke,(require direct fetch),"Dermatologist, Owner & CEO",,(require direct fetch)
HUNTINGTON REPRODUCTIVE CENTER MEDICAL GROUP,havingbabies.com,05D2064026,ceo_owner,66f1cf3be72e7a000197473a,Sonia So***n,Sonia,(require direct fetch),Vice President of Marketing and Growth,,(require direct fetch)
HUNTINGTON REPRODUCTIVE CENTER MEDICAL GROUP,havingbabies.com,05D2064026,medical_director,68cce914f75a350001011350,Michael Fe***n,Michael,(require direct fetch),Medical Director,,
ORANGE COUNTY LABS INC,orangecountylabs.com,05D2068755,ceo_owner,66f74e7031303a00013a5726,James Ra***y,James,(require direct fetch),President,,(require direct fetch)
SAN FRANCISCO DERMATOPATHOLOGY,dermatopathologyinstitute.com,05D2069498,medical_director,5b3d7896a6da98a0de7a0a8f,Gary Ol***r,Gary,(require direct fetch),Staff Dermatopathologist and Dermatologist; Clinical Laboratory Director,,(require direct fetch)
NAVJYOT GUJRAL MD,memorialcare.org,05D2072631,ceo_owner,659dc5c8cd1eb00001ecec80,Moses Ag***e,Moses,(require direct fetch),Vice President Talent Management,,(require direct fetch)
HOAG CANCER CENTER IRVINE,hoag.org,05D2097962,ceo_owner,6481e34f899e8a000176d403,Jim Bo***e,Jim,(require direct fetch),Vice President of MSO,,(require direct fetch)
HOAG CANCER CENTER IRVINE,hoag.org,05D2097962,medical_director,65978ffcbb66310001e5dee0,Susan Na***b,Susan,(require direct fetch),Medical Director,,
BACH MEDICAL GROUP,bachdx.com,05D2101629,ceo_owner,54ebfc09746869444c718937,Dylan Ba***h,Dylan,(require direct fetch),Laboratory Director / CEO,,(require direct fetch)
HELIX MOBILE WELLNESS,helixmwr.com,05D2103632,ceo_owner,646bc61b97f6fa00016d2818,Grizz Ali,Grizz,(require direct fetch),Co-Founder,,(require direct fetch)
ORANGE COUNTY SKINLAB,ocskinlab.com,05D2107293,ceo_owner,54ec51a0746869444c52c37e,Michelle Hu***e,Michelle,(require direct fetch),"Founder, President and CEO",,(require direct fetch)
"CA DEPT OF PUBLIC HEALTH, DRINKING WATER &",cdph.ca.gov,05D2112676,ceo_owner,5b2a6a34a6da988a765d40ae,Aaron Wa***n,Aaron,(require direct fetch),"Correctional Officer, Owner / Lead Instructor",,(require direct fetch)
"CA DEPT OF PUBLIC HEALTH, DRINKING WATER &",cdph.ca.gov,05D2112676,lab_director,54a40bec7468693209a56728,Aarron Co***s,Aarron,(require direct fetch),Director of Operations,,
"SCHWALB CONSULTING, LLC DBA JIT LABS",jit-labs.com,05D2124530,ceo_owner,66fe09d8a00d8e0001090dab,J Be***t,J,(require direct fetch),President & CEO,,(require direct fetch)
GENOMIC TESTING COOPERATIVE,genomictestingcooperative.com,05D2129017,ceo_owner,66fab9eabb67e20001a3819d,Jeffrey Ow***n,Jeffrey,(require direct fetch),"Vice President, Marketing",,(require direct fetch)
GENOMIC TESTING COOPERATIVE,genomictestingcooperative.com,05D2129017,medical_director,57dcbfafa6da987d406f10e1,Ahmad Ch***a,Ahmad,(require direct fetch),Medical Director,,(require direct fetch)
SC HEALTH LABS,schealthlabs.com,05D2141585,ceo_owner,699fdb70b9fc400001987a28,Varinder Me***a,Varinder,(require direct fetch),CEO,,(require direct fetch)
SKIN AND BEAUTY CENTER LAB,dermla.com,05D2144307,ceo_owner,613040d0e8400c00014b18e1,Sadie Co***n,Sadie,(require direct fetch),Executive Vice President,,(require direct fetch)
SHARP REES STEALY CLINICS,sharp.com,05D2167404,ceo_owner,60768a44420f2e0001b5dae9,Scott Ev***s,Scott,(require direct fetch),Executive Vice President,,(require direct fetch)
SHARP REES STEALY CLINICS,sharp.com,05D2167404,lab_director,665b239536e7ad00017aedf2,Elisa Ca***e,Elisa,(require direct fetch),Director of Operations,,(require direct fetch)
ASTERIA LABORATORY,astranahealth.com,05D2174365,ceo_owner,66f18a12d7d0940001305002,Brandon Sim,Brandon,(require direct fetch),President and CEO,,(require direct fetch)
STEMEXPRESS,visualvisitor.com,05D2181681,ceo_owner,66f4562a7a9eea0001182bcf,Kevin Ba***r,Kevin,(require direct fetch),Co-Founder,,(require direct fetch)
ALEXANIAN MEDICAL LABORATORIES,bizprofile.net,05D2189712,ceo_owner,68870bd59fe03a0001e1ccc7,David Dr***e,David,(require direct fetch),Vice President,,(require direct fetch)
"CARIS MPI, INC DBA CARIS LIFE SCIENCES",carislifesciences.com,05D2191611,ceo_owner,66f7180b92ca6e00018e0042,Chase Wa***n,Chase,(require direct fetch),Vice President | National Partnerships U.S.,,(require direct fetch)
SHARP REES STEALY CLINICS LABORATORY-SANTEE,sharp.com,05D2200574,ceo_owner,60768a44420f2e0001b5dae9,Scott Ev***s,Scott,(require direct fetch),Executive Vice President,,(require direct fetch)
SHARP REES STEALY CLINICS LABORATORY-SANTEE,sharp.com,05D2200574,lab_director,665b239536e7ad00017aedf2,Elisa Ca***e,Elisa,(require direct fetch),Director of Operations,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,05D2211703,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
DOCTORNOW,vitadox.com,05D2212012,ceo_owner,66fb1dbd54ee700001e0603d,Philip Ku***i,Philip,(require direct fetch),Founder & President,,(require direct fetch)
"CARIS MPI, INC",carislifesciences.com,05D2214363,ceo_owner,66f7180b92ca6e00018e0042,Chase Wa***n,Chase,(require direct fetch),Vice President | National Partnerships U.S.,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2217418,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2217418,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2226164,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2226164,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2232344,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2232344,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2242005,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2242005,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2242431,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2242431,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2255703,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,05D2255703,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
NEOGENOMICS LABORATORIES INC,neogenomics.com,05D2265860,ceo_owner,6000c8eb735b3b00019e492f,Travis Ad***s,Travis,(require direct fetch),Vice President - Payor Strategy & Managed Care Operations,,(require direct fetch)
SUTTER BAY MEDICAL FOUNDATION-,sutterhealth.org,05D2270378,ceo_owner,66f70da5db3d4c000171b00b,Motti Ed***n,Motti,(require direct fetch),"Vice President, Chief Revenue Office",,(require direct fetch)
SONIC DIAGNOSTIC LABORATORY INC,network.doctor2me.com,05D2275785,ceo_owner,67b6dadd7c00390001693693,Inga Zh***a,Inga,(require direct fetch),"Co-Founder, Client Success Director",,(require direct fetch)
RAPID PAX LASB INC,bizprofile.net,05D2290384,ceo_owner,68870bd59fe03a0001e1ccc7,David Dr***e,David,(require direct fetch),Vice President,,(require direct fetch)
FULGENT THERAPEUTICS LLC,fulgent-therapeutics.com,05D2294994,ceo_owner,65d20df2e8b326000185137f,Chris Ze***s,Chris,(require direct fetch),Regional Vice President Pediatric & Rare,,(require direct fetch)
FULGENT THERAPEUTICS LLC,fulgent-therapeutics.com,05D2294994,lab_director,606db05cc976e50001bbba79,Hanlin Gao,Hanlin,(require direct fetch),"Lab Director, Fulgent Therapeutics",,(require direct fetch)
TPMG REGIONAL GENOMICS LABORATORY,healthy.kaiserpermanente.org,05D2296234,ceo_owner,54c21d397468691639377e7a,Yener Ba***n,Yener,(require direct fetch),"Vice President, Behavioral Health",,(require direct fetch)
TPMG REGIONAL GENOMICS LABORATORY,healthy.kaiserpermanente.org,05D2296234,lab_director,6395e59d13729100013312f4,Krishna Ve***a,Krishna,(require direct fetch),Regional Director of Operations and Strategy for Continuum,,(require direct fetch)
THRIVELAB LLC,thrivelab.com,05D2304140,ceo_owner,61c0783ef406d900010cea5d,Jordan Co***l,Jordan,(require direct fetch),Vice President Operations,,(require direct fetch)
PROLACTA BIOSCIENCE INC,prolacta.com,05D2307605,ceo_owner,6606370ac35db50007832982,Martin Lee,Martin,(require direct fetch),"Senior Vice President, Data Analytics",,(require direct fetch)
"INFORM DIAGNOSTICS, INC",informdx.com,05D2313265,ceo_owner,60f58b187fc1590001ad3959,Rachel Gr***l,Rachel,(require direct fetch),Regional Vice President,,(require direct fetch)
"INFORM DIAGNOSTICS, INC",informdx.com,05D2313265,lab_director,66f2aeff9f2bfa0001a801af,Belinda Ec***a,Belinda,(require direct fetch),Director of Operations,,(require direct fetch)
"INFORM DIAGNOSTICS, INC",informdx.com,05D2313265,medical_director,66f8295cf3aaa200011bb978,Arash Ra***r,Arash,(require direct fetch),"Vice President, Medical Director of AP Lab and Dermatopathology",,(require direct fetch)
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",informdx.com,05D2324729,ceo_owner,60f58b187fc1590001ad3959,Rachel Gr***l,Rachel,(require direct fetch),Regional Vice President,,(require direct fetch)
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",informdx.com,05D2324729,lab_director,66f2aeff9f2bfa0001a801af,Belinda Ec***a,Belinda,(require direct fetch),Director of Operations,,(require direct fetch)
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",informdx.com,05D2324729,medical_director,66f8295cf3aaa200011bb978,Arash Ra***r,Arash,(require direct fetch),"Vice President, Medical Director of AP Lab and Dermatopathology",,(require direct fetch)
COLORADO DEPT OF PUBLIC HEALTH & ENVIRONMENT,cdphe.colorado.gov,06D0644326,medical_director,54a7a12a74686965d9c3fc46,XJ Mo***s,XJ,(require direct fetch),"Medical Director, Division of Workers' Compensation",,
"CSL PLASMA, INC",cslplasma.com,06D0862933,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,06D2082523,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,06D2082523,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
INTEGRATED MOLECULAR DIAGNOSTICS PATHOLOGY,imdpath.com,06D2091162,medical_director,5d2cef7df65125e9a7204724,Andrea Ho,Andrea,(require direct fetch),CLIA Medical Director,,(require direct fetch)
"CSL PLASMA, INC - NORTHGLENN",cslplasma.com,06D2093240,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
COMMONSPIRIT EMERGENCY AND URGENT CARE,mountain.commonspirit.org,06D2112697,ceo_owner,688cd3e4f5d15f00011693bb,Jackie Sc***g,Jackie,(require direct fetch),"System Vice President, Candidate Experience",,(require direct fetch)
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,06D2117010,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,06D2117010,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
COMMONSPIRIT EMERGENCY & URGENT CARE LAKEWOOD,mountain.commonspirit.org,06D2124408,ceo_owner,688cd3e4f5d15f00011693bb,Jackie Sc***g,Jackie,(require direct fetch),"System Vice President, Candidate Experience",,(require direct fetch)
ROCKY MOUNTAIN LABORATORY,rockymountainlabs.com,06D2150068,ceo_owner,54a5b1c37468692fa26048a1,Jerry Du***s,Jerry,(require direct fetch),President,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,06D2173388,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"STATLAB DIAGNOSTICS, LLC",statlabdiagnostics.com,06D2200475,ceo_owner,614aeaede472210001647fef,Shay Ke***n,Shay,(require direct fetch),Founder and Chief Executive Officer,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,labcorp.com,06D2211550,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,labcorp.com,06D2211550,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
"PATHOLOGY SERVICES, PC",pathologyservices.com,06D2246685,ceo_owner,57d31d55a6da98656433b2b8,James Mi***r,James,(require direct fetch),President,,(require direct fetch)
"PATHOLOGY SERVICES, PC",pathologyservices.com,06D2246685,medical_director,611a2db1bf1da30001d0f064,Lyle Ba***e,Lyle,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,06D2299172,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,06D2299172,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"QUEST DIAGNOSTICS, LLC",locations.questdiagnostics.com,07D0093126,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
QUEST DIAGNOSTICS,locations.questdiagnostics.com,07D0095979,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
QUEST DIAGNOSTICS LLC,locations.questdiagnostics.com,07D0098549,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
DR KATHERINE A KELLEY STATE PUBLIC HEALTH LAB,portal.ct.gov,07D0644555,ceo_owner,60633fc4fef3ff0001097700,Justin Hi***y,Justin,(require direct fetch),"Deputy CISO State of CT, Owner",,(require direct fetch)
GH BENDHEIM LABORATORY,greenwichhospital.org,07D0694769,ceo_owner,54c1b6d87468691639bc5d3a,Dana Ma***e,Dana,(require direct fetch),"Vice President, Public Relations",,(require direct fetch)
GH BENDHEIM LABORATORY,greenwichhospital.org,07D0694769,medical_director,64254c690e957f0001b5b8c9,Michael Ma***o,Michael,(require direct fetch),"Medical Director, RCS, Pulmonary Laboratory, Pulmonar Rehabilitation",,(require direct fetch)
SAINT MARY'S HOSPITAL ONCOLOGY CENTER,trinityhealthofne.org,07D0899809,ceo_owner,622889568bbd490001600071,Antonio Pe***o,Antonio,(require direct fetch),Vice President/Chief Financial Officer,,(require direct fetch)
QUEST DIAGNOSTICS LLC,locations.questdiagnostics.com,07D0959690,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
QUEST DIAGNOSTICS LLC,locations.questdiagnostics.com,07D1068226,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
PFIZER PHARMACOGENOMICS LAB,pfizer.com,07D1105829,ceo_owner,60ef6486be8c1a0001a9c867,Lidia Fo***a,Lidia,(require direct fetch),"Chief Digital and Technology Officer, Executive Vice President",,(require direct fetch)
PFIZER PHARMACOGENOMICS LAB,pfizer.com,07D1105829,medical_director,6514fe9d87ed0f00017a119d,Amy Ha***n,Amy,(require direct fetch),Field Medical Director - Antivirals,,(require direct fetch)
QUEST DIAGNOSTICS,locations.questdiagnostics.com,07D2058038,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
"ACCU REFERENCE MEDICAL LAB, LLC",accureference.com,07D2062566,ceo_owner,658e684b8fdc960001d6244f,Guido Po***k,Guido,(require direct fetch),"Vice President Molecular Diagnostics & Genetics, Microbiology, Urine Analysis, Flow Cytometry, R&D",,(require direct fetch)
"ACCU REFERENCE MEDICAL LAB, LLC",accureference.com,07D2062566,lab_director,54a499187468693442ef1c54,Mohamed Ka***i,Mohamed,(require direct fetch),Core Lab Director of Operations,,(require direct fetch)
