name,domain,phone,address,city,state,zip,clia_number,certified_at,certificate_type,site_count,test_volume,classification_codes,segments,lab_type,cms_facility_type_code,cms_facility_type_name,russian_candidate
LOGAN HEALTH PRIMARY CARE EUREKA,,4062973145,304 OSLOSKI ROAD,EUREKA,MT,59917,27D0879413,2025-10-22,Compliance,0,3850,,unspecified,PSC,25,rural_health_clinic,False
BENEFIS HELENA NORTHEAST,,4064554658,2960 N WASHINGTON ST,HELENA,MT,59602,27D2227819,2025-06-02,Compliance,0,41550,,unspecified,PSC,06,community_clinic,False
BILLINGS CLINIC BOZEMAN,,4068981200,3905 WELLNESS WAY,BOZEMAN,MT,59718,27D2265176,2025-03-12,Compliance,0,72913,,unspecified,PSC,03,ancillary_test_site,False
BITTERROOT HEALTH - STEVI CLINIC,,4067776002,3975 US HIGHWAY 93N,STEVENSVILLE,MT,59870,27D2279585,2025-04-29,Compliance,0,13679,,unspecified,PSC,25,rural_health_clinic,False
MARIAS HEALTHCARE SERVICES INC,,4064343110,1950 W ROOSEVELT HWY,SHELBY,MT,59474,27D2311696,2025-03-05,Compliance,0,57572,,unspecified,PSC,09,fqhc,False
BENEFIS LEWISTOWN URGENT CARE,,4064555449,1422 WEST MAIN STREET,LEWISTOWN,MT,59457,27D2329202,2026-02-10,Compliance,0,675,,unspecified,PSC,06,community_clinic,False
NORTHWEST COMMUNITY HEALTH CENTER-TROY SITE,,4062836900,102 SANDALWOOD COURT,TROY,MT,59935,27D2337790,2026-01-29,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
NEWMAN GROVE MEDICAL CLINIC,,4024476214,108 N 1ST STREET,NEWMAN GROVE,NE,68758,28D0455621,2025-01-22,Compliance,0,248,,unspecified,PSC,25,rural_health_clinic,False
NANCE COUNTY MEDICAL CLINIC,,3085362446,405 BROADWAY STREET,FULLERTON,NE,68638,28D0877347,2025-01-22,Compliance,0,312,,unspecified,PSC,25,rural_health_clinic,False
SANTEE HEALTH AND WELLNESS CENTER,,4028572300,110 S VISITING EAGLE ST,NIOBRARA,NE,68760,28D0893490,2025-03-20,Compliance,0,2280,,unspecified,PSC,06,community_clinic,False
HUMBOLDT FAMILY MEDICINE,,4028623280,1120 GRAND AVENUE,HUMBOLDT,NE,68376,28D1041323,2025-02-27,Compliance,0,714,,unspecified,PSC,25,rural_health_clinic,False
"CHARLES DREW HEALTH CENTER, INC AT MOBILE",,4024513553,2915 GRANT ST,OMAHA,NE,68111,28D2329429,2025-08-28,Accreditation,2,0,,unspecified,PSC,09,fqhc,False
ONEWORLD HILLSIDE SCHOOL BASED HEALTH CENTER,,4029132477,7500 WESTERN AVE,OMAHA,NE,68114,28D2337451,2026-01-23,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
PLANNED PARENTHOOD MAR MONTE - RENO FIFTH,,4087953695,8025 S VIRGINIA ST,RENO,NV,89511,29D0539904,2025-04-29,Accreditation,2,0,,unspecified,PSC,06,community_clinic,False
YORK HOSPITAL ONCOLOGY SERVICES,,2073513777,127 LONG SANDS ROAD,YORK,ME,03909,30D0883382,2025-01-07,Compliance,0,24887,,unspecified,PSC,03,ancillary_test_site,False
ELLIOT POINT OF CARE LAB AT RIVER'S EDGE,,6036633555,185 QUEEN CITY AVE,MANCHESTER,NH,03101,30D2020544,2025-10-21,Compliance,5,15200,,unspecified,PSC,03,ancillary_test_site,False
COOPER VOORHEES CAMPUS,,8563256762,900 CENTENNIAL BLVD,VOORHEES,NJ,08043,31D0700883,2025-04-15,Compliance,0,28146,,unspecified,PSC,03,ancillary_test_site,False
COOPER UNIV HEALTHCARE,,8563422549,400 NJ - 38,MOORESTOWN,NJ,08057,31D2286056,2025-03-05,Compliance,0,1600,,unspecified,PSC,03,ancillary_test_site,False
DE BACA FAMILY PRACTICE CLINIC,,5753552450,546 N 10TH ST,FORT SUMNER,NM,88119,32D0537331,2025-02-19,Compliance,0,1423,,unspecified,PSC,09,fqhc,False
UNM DERMATOLOGY,,5052726095,1021 MEDICAL ARTS AVE NE,ALBUQUERQUE,NM,87102,32D1056730,2025-07-17,Compliance,0,2340,,unspecified,PSC,06,community_clinic,False
OPEN DOOR FAMILY MEDICAL CENTER - CHURCH ST,,9145021350,2 CHURCH ST,OSSINING,NY,10562,33D2318259,2025-02-07,Accreditation,0,0,05,unspecified,PSC,09,fqhc,True
STONY BROOK MEDICINE EAST HAMPTON OFF-CAMPUS,,6317268250,400 PANTIGO PLACE,EAST HAMPTON,NY,11937,33D2319593,2025-03-04,Compliance,0,3,05,unspecified,PSC,03,ancillary_test_site,False
NEW YORK - PRESBYTERIAN ONE LABORATORY,,9142295012,1111 WESTCHESTER AVENUE,WHITE PLAINS,NY,10604,33D2323294,2025-05-05,Compliance,0,3,05,unspecified,PSC,03,ancillary_test_site,False
COMMUNITY MEDICAL & DENTAL CARE INC,,8455337300,100 ROUTE 59,SUFFERN,NY,10901,33D2325614,2025-06-17,Compliance,0,1,05|05,unspecified,PSC,09,fqhc,True
LONG ISLAND JEWISH FOREST HILLS PATHOLOGY SERVICES,,7188304048,99-31 66TH AVENUE,REGO PARK,NY,11374,33D2326555,2025-07-07,Compliance,0,1,05,unspecified,PSC,03,ancillary_test_site,False
AHAVA MEDICAL AND REHABILITATION CENTER LLC,,7186064020,2577 NOSTRAND AVE,BROOKLYN,NY,11210,33D2328066,2025-08-05,Compliance,0,1,05,unspecified,PSC,03,ancillary_test_site,True
UR MEDICINE GYNECOLOGY AND CHILDBIRTH ASSOC,,5852443430,777 CANAL VIEW,ROCHESTER,NY,14623,33D2328166,2025-08-05,Accreditation,5,0,05,unspecified,PSC,03,ancillary_test_site,False
UR MEDICINE GENDER WELLNESS - OBSTETRICS AND,,5852752691,125 LATTIMORE RD - SUITE 150,ROCHESTER,NY,14620,33D2328246,2025-08-06,Accreditation,5,0,05,unspecified,PSC,03,ancillary_test_site,True
MOUNT SINAI WANTAGH LABORATORY,,5165465000,2020 WANTAGH AVE - 4TH FL,WANTAGH,NY,11793,33D2329274,2025-08-26,Compliance,0,2,05|05,unspecified,PSC,03,ancillary_test_site,False
UR MEDICINE PRIMARY CARE - MARION,,3159267733,3669 COUNTRYSIDE LANE,MARION,NY,14505,33D2332332,2025-10-17,Accreditation,0,0,05,unspecified,PSC,03,ancillary_test_site,False
NYU LANGONE HOSPITALS PERLMUTTER CANCER CENTER,,5073040437,"100 HOSPITAL RD, 2ND FL, STE 213",EAST PATCHOGUE,NY,11772,33D2334658,2025-11-25,Compliance,0,2,05,unspecified,PSC,03,ancillary_test_site,False
NYU LANGONE HOSPITALS PERLMUTTER CANCER CENTER,,2122635471,"2801RICMOND AVE, 1ST FLOOR",STATEN ISLAND,NY,10314,33D2336535,2026-01-06,Compliance,0,2,05,unspecified,PSC,03,ancillary_test_site,False
CENTRALUS ANATOMIC PATHOLOGY LABORATORY,,6072744474,53 BROWN RD,ITHACA,NY,14850,33D2336664,2026-01-08,Compliance,0,2,05,unspecified,PSC,03,ancillary_test_site,False
NYU LANGONE HOSPITALS - SUFFOLK AMBULATORY SURGERY,,6316547280,196 E MAIN STR,PATCHOGUE,NY,11772,33D2340979,2026-03-26,Compliance,0,1,05,unspecified,PSC,03,ancillary_test_site,False
ATRIUM HEALTH WFB SPECIAL HEMATOLOGY LABORATORY,,3367161437,ROOM 3123 GRAY BUILDING,WINSTON-SALEM,NC,27157,34D0237614,2025-04-16,Compliance,0,2500,,unspecified,PSC,03,ancillary_test_site,False
CASWELL FAMILY MEDICAL CENTER,,3366949331,439 US HIGHWAY 158 WEST,YANCEYVILLE,NC,27379,34D0238795,2025-04-30,Compliance,2,345,,unspecified,PSC,09,fqhc,False
"HOPE CENTRE FOR ADVANCEMENT, LLC",,9193830426,701 MORREENE ROAD,DURHAM,NC,27705,34D2044741,2025-09-15,Compliance,0,2000,,unspecified,PSC,06,community_clinic,False
UNC REACH ENHANCED PRIMARY CARE,,9849744832,"401 E WHITAKER MILL RD, SUITE 2100",RALEIGH,NC,27608,34D2086253,2025-06-11,Compliance,2,2250,,unspecified,PSC,06,community_clinic,False
CRABTREE HEALTH PLLC,,9108089398,"2000 BEAR CAT WAY, STE 103",MORRISVILLE,NC,27560,34D2316270,2025-01-02,Accreditation,0,0,,unspecified,PSC,06,community_clinic,False
MAHEC INTERNAL MEDICINE,,8287713500,123-A HENDERSONVILLE ROAD,ASHEVILLE,NC,28803,34D2316735,2025-01-10,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
CAROLINA EAST COMMUNITY CLINIC,,2526364552,729 THIRD AVE,NEW BERN,NC,28561,34D2329437,2025-08-28,Accreditation,0,0,,unspecified,PSC,06,community_clinic,False
STARLIGHT OBGYN,,9198333111,"500 HOLLY SPRINGS ROAD, STE 101",HOLLY SPRINGS,NC,27540,34D2336963,2026-01-14,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
NORTHWOOD DEACONESS HEALTH CENTER - LARIMORE,,7014312999,611 TOWNER AVE,LARIMORE,ND,58251,35D0408589,2025-08-07,Compliance,0,374,,unspecified,PSC,06,community_clinic,False
UND CENTER FOR FAMILY MEDICINE - BISMARCK,,7017519500,701 E ROSSER AVE,BISMARCK,ND,58501,35D0408878,2025-02-27,Compliance,0,33050,,unspecified,PSC,06,community_clinic,False
WEST RIVER HEALTH SERVICES NEW ENGLAND CLINIC,,7015794507,820 2ND AVE W,NEW ENGLAND,ND,58647,35D0409114,2025-04-29,Compliance,0,2200,,unspecified,PSC,25,rural_health_clinic,False
TRENTON COMMUNITY CLINIC,,7017740461,331 4TH AVE E,TRENTON,ND,58853,35D0409330,2025-03-26,Compliance,0,32150,,unspecified,PSC,06,community_clinic,False
WEST RIVER HEALTH SERVICES BOWMAN CLINIC,,7015233271,608 HWY 12 W,BOWMAN,ND,58623,35D0655703,2025-04-28,Compliance,0,3842,,unspecified,PSC,25,rural_health_clinic,False
WEST RIVER HEALTH SERVICES MOTT CLINIC,,7018242391,"401 MILLIONAIRE AVE, SUITE B",MOTT,ND,58646,35D0655707,2025-04-29,Compliance,0,3421,,unspecified,PSC,25,rural_health_clinic,False
COAL COUNTRY COMMUNITY HEALTH CENTER,,7018734445,1312 HWY 49 N,BEULAH,ND,58523,35D0926532,2025-02-10,Compliance,0,108455,,unspecified,PSC,09,fqhc,False
COAL COUNTRY COMMUNITY HEALTH CENTER,,7017645822,220 4TH AVE SW  SUITE C,KILLDEER,ND,58640,35D2100388,2025-03-25,Compliance,0,1515,,unspecified,PSC,09,fqhc,False
ALTRU CLINIC,,7017805133,1300 S COLUMBIA RD,GRAND FORKS,ND,58201,35D2317372,2025-01-23,Accreditation,0,0,,unspecified,PSC,03,ancillary_test_site,False
"GREGORY HUDSON, MD, INC DBA CHRIST CARE PEDIATRICS",,6069322079,137 STATE ROUTE 3117,SOUTH SHORE,KY,41175,36D0683301,2025-07-22,Compliance,0,1675,,unspecified,PSC,25,rural_health_clinic,False
METROHEALTH ANDROLOGY LAB,,2163622314,"12301 SNOW ROAD, 4TH FLOOR",PARMA,OH,44130,36D2132071,2025-06-11,Compliance,0,130,,unspecified,PSC,03,ancillary_test_site,False
CENTRAL OUTREACH WELLNESS CENTER,,4125150000,96 N 4TH STREET,COLUMBUS,OH,43215,36D2321595,2025-04-07,Accreditation,2,0,,unspecified,PSC,06,community_clinic,False
MARY MAHONEY MEMORIAL HEALTH CENTER,,4057693301,12716 NE 36TH STREET,SPENCER,OK,73084,37D0050504,2025-05-08,Compliance,0,5763,,unspecified,PSC,06,community_clinic,False
SAPULPA INDIAN HEALTH CENTER,,9182249310,1125 E CLEVELAND,SAPULPA,OK,74066,37D0669872,2026-03-13,Compliance,0,6228,,unspecified,PSC,06,community_clinic,False
INFUSION CLINIC LABORATORY,,9187724582,228 N BLISS AVE,TAHLEQUAH,OK,74464,37D0721023,2026-03-04,Compliance,0,23200,,unspecified,PSC,03,ancillary_test_site,False
BLACK HAWK HEALTH CENTER,,9189689531,356110 E 930 ROAD,STROUD,OK,74079,37D0857440,2026-01-07,Compliance,0,8870,,unspecified,PSC,03,ancillary_test_site,False
ABSENTEE SHAWNEE TRIBAL HEALTH SYSTEM -,,4054470300,15951 LITTLE AXE DRIVE,NORMAN,OK,73026,37D0906177,2025-04-02,Compliance,0,2952,,unspecified,PSC,06,community_clinic,False
"DENG FAMILY MEDICINE CENTER, PC",,4057373278,8900 SE 15TH ST,MIDWEST CITY,OK,73110,37D1103235,2025-11-13,Compliance,0,28950,,unspecified,PSC,03,ancillary_test_site,False
OU HEALTH STEPHENSON CANCER CENTER NORMAN,,4052714100,3240 HEALTHPLEX DR,NORMAN,OK,73072,37D2323395,2025-11-04,Compliance,0,310,,unspecified,PSC,03,ancillary_test_site,False
MORTON COMPREHENSIVE HEALTH APACHE,,9185872171,240 E APACHE,TULSA,OK,74106,37D2324111,2025-05-19,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
GRAND RONDE HEALTH & WELLNESS CENTER LAB,,5038792296,9605 GRAND RONDE RD,GRAND RONDE,OR,97347,38D0862855,2025-10-14,Compliance,0,69725,,unspecified,PSC,09,fqhc,False
OCULAR IMMUNOLOGY LABORATORY OHSU,,5034182543,3181 SW SAM JACKSON PK RD,PORTLAND,OR,97239,38D1045259,2025-10-02,Compliance,0,2000,,unspecified,PSC,03,ancillary_test_site,False
PROVIDENCE MEDICAL GROUP BRIDGEPORT-DERMATOLOGY,,5032160500,18040 SW LOWER BOONES FERRY RD #201,TIGARD,OR,97224,38D1087233,2025-03-19,Compliance,0,4100,,unspecified,PSC,06,community_clinic,False
ELEVATION FAMILY HEALTH,,5412192250,"61583 SE 27TH STREET, SUITE #160",BEND,OR,97702,38D2337685,2026-01-27,Accreditation,0,0,,unspecified,PSC,06,community_clinic,False
EAST LIBERTY FAMILY HEALTH CARE CENTER,,4126612802,7157 MARY PECK BOND PLACE,PITTSBURGH,PA,15206,39D0177137,2025-09-11,Compliance,3,4986,,unspecified,PSC,06,community_clinic,True
WASHINGTON HEALTH SYSTEM LAB - ML,,7242233136,80 LANDINGS DRIVE 2ND FLOOR,WASHINGTON,PA,15301,39D2138528,2026-01-15,Compliance,0,40,,unspecified,PSC,03,ancillary_test_site,False
MT NITTANY HLTH OP ENDOSCOPY,,8142313740,164 GREENVIEW DRIVE,STATE COLLEGE,PA,16803,39D2306204,2025-12-10,Compliance,0,125,,unspecified,PSC,03,ancillary_test_site,False
FAMILY FIRST HEALTH HANOVER,,7176329052,1230 HIGH ST,HANOVER,PA,17331,39D2318743,2025-02-18,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
AFRICAN FAMILY HLTH ORGANIZATION,,2155461232,875 MAIN ST,DARBY,PA,19023,39D2323537,2025-05-08,Accreditation,2,0,,unspecified,PSC,06,community_clinic,False
KEYSTONE FAMILY MEDICINE-CS,,7172637866,"133 W CATHERINE ST, STE 300",CHAMBERSBURG,PA,17201,39D2323804,2025-05-14,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
LAB CLINICO LOIZA VALLEY INC,,7878760430,Z 977 CALLE BAUHINIA LOIZA VALLEY,CANOVANAS,PR,00729,40D0658051,2025-05-16,Compliance,0,125347,,unspecified,PSC,06,community_clinic,False
LABORATORIO CLINICO AMUNDARAY,,7878429760,8155 CONCORDIA SUITE 101,PONCE,PR,00717,40D0658179,2025-07-31,Compliance,0,7710,,unspecified,PSC,06,community_clinic,False
LABORATORIO CLINICO FLORES,,7877511521,CALLE MARGINAL 12 AVE 65 INFANTERIA,SAN JUAN,PR,00923,40D0658306,2026-01-23,Compliance,0,15775,,unspecified,PSC,06,community_clinic,False
"CDT-CMT GROUP, CORP",,7877546868,CLEMSON 300 UNIVERSITY GARDENS,SAN JUAN,PR,00927,40D0668011,2025-03-26,Compliance,2,21136,,unspecified,PSC,03,ancillary_test_site,False
LABORATORIO CLINICO SAN MARTIN,,7878972479,CALLE  DR PEDRO ALBIZU CAMPOS  COMERCIO NUM 71,LARES,PR,00669,40D0669382,2025-07-09,Compliance,0,38764,,unspecified,PSC,06,community_clinic,False
"CENTRO DE SERVICIOS PRIMARIOS DE SALUD, INC",,7878222170,CALLE ANTONIO ALCAZAR #3,FLORIDA,PR,00650,40D0680461,2025-11-13,Compliance,0,6324,,unspecified,PSC,03,ancillary_test_site,False
CAMUY HEALTH SERVICES INC,,7878982660,CALLE MUNOZ RIVERA #63,CAMUY,PR,00627,40D0680512,2026-02-27,Compliance,0,16624,,unspecified,PSC,03,ancillary_test_site,False
LABORATORIO CLINICO RAMIREZ,,7878993670,20 SUR CALLE 65 INFANTERIA SUITE 2,LAJAS,PR,00667,40D0695251,2026-01-28,Compliance,0,25553,,unspecified,PSC,06,community_clinic,False
LABORATORIO CLINICO LOPEZ,,7878986032,MUNOZ RIVERA #111,CAMUY,PR,00627,40D0704267,2026-03-12,Compliance,0,26427,,unspecified,PSC,06,community_clinic,False
"PRYMED MEDICAL CARE, INC",,7878710601,CARR 149 KM 13,CIALES,PR,00638,40D0707243,2025-05-09,Compliance,0,88299,,unspecified,PSC,03,ancillary_test_site,False
CENTRO DE SALUD INTEGRAL EN COROZAL II,,7878592560,CARR 891 KM 15-1 BO PUEBLO,COROZAL,PR,00783,40D0715014,2026-01-23,Compliance,0,3405,,unspecified,PSC,06,community_clinic,False
CDT POLICLINICA FAMILIAR FACTOR,,7878812953,CARR NUM 2 KM 65 HM 6 BO FACTOR I,ARECIBO,PR,00612,40D0873472,2025-02-12,Compliance,0,18500,,unspecified,PSC,06,community_clinic,False
LABORATORIO CLINICO MIGRANT HEALTH CENTER,,7878060730,"SOLAR REMANENTE 497, CALLE RAMON E BETANCES",MAYAGUEZ,PR,00681,40D0878164,2025-01-14,Compliance,0,15420,,unspecified,PSC,06,community_clinic,False
CDT DEL MUNICIPIO DE CANOVANAS,,7879088118,CALLE CORCHADO FINAL,CANOVANAS,PR,00729,40D0883089,2025-03-06,Compliance,0,121790,,unspecified,PSC,06,community_clinic,False
CABO ROJO MEDICAL CENTER,,7878512025,CALLE LUIS MUNOZ RIVERA #108,CABO ROJO,PR,00623,40D0887226,2025-06-27,Compliance,0,135300,,unspecified,PSC,06,community_clinic,False
CDT TOA ALTA,,7878703322,CALLE BARCELO NUMERO 16,TOA ALTA,PR,00954,40D0894925,2025-11-17,Compliance,0,44425,,unspecified,PSC,03,ancillary_test_site,False
BEST MEDICAL OPTIONS,,7874983352,"CARR PR #2, K 31 HM 9",VEGA ALTA,PR,00692,40D0895075,2025-02-25,Compliance,0,10040,,unspecified,PSC,06,community_clinic,False
LAB CLINICO CSF DR JULIO PALMIERI,,7878394150,CALLE MORSE ESQUINA VALENTINA,ARROYO,PR,00714,40D0906831,2025-02-11,Compliance,0,62400,,unspecified,PSC,06,community_clinic,False
METRO PAVIA CLINIC BAYAMON,,7877798182,SANTA CRUZ ST #77,BAYAMON,PR,00959,40D0985371,2025-08-05,Compliance,0,664035,,unspecified,PSC,06,community_clinic,False
CENTRO DE SALUD INTEGRAL EN OROCOVIS,,7878676010,"CARR PR-155, SECTOR EL DESVIO",OROCOVIS,PR,00720,40D0987006,2025-07-09,Compliance,0,55493,,unspecified,PSC,06,community_clinic,False
CENTRO DE SALUD INTEGRAL EN COMERIO,,7878753375,"CALLE GERARDO NIEVES, NUM 18",COMERIO,PR,00782,40D0987029,2025-12-23,Compliance,0,54617,,unspecified,PSC,06,community_clinic,False
CDT GUAYNABO MEDICAL MALL,,7877314092,"AVE LAS CUMBRES 140, CARRETERA 199",GUAYNABO,PR,00969,40D1002371,2025-10-09,Compliance,0,53000,,unspecified,PSC,06,community_clinic,False
CDT- SALA DE EMERGENCIA SANOS,,7877450340,CALLE TROCHE #2 BARRIO PUEBLO,CAGUAS,PR,00725,40D1003227,2025-05-13,Compliance,0,22000,,unspecified,PSC,06,community_clinic,False
CDT HOSPITAL DE LA CONCEPCION,,7878921860,CARR PR-102 KM 39 HM 1,SABANA GRANDE,PR,00637,40D1036403,2025-10-16,Compliance,0,91350,,unspecified,PSC,03,ancillary_test_site,False
LABORATORIO CLINICO LAGOS DEL PLATA,,7872613100,CALLE DR ALVAREZ CHANCA NUM 10 ESQ AVE SABANA SECA,TOA BAJA,PR,00949,40D1060552,2025-12-11,Compliance,0,22811,,unspecified,PSC,06,community_clinic,False
METRO PAVIA CLINIC PONCE,,7876512855,CALLE MARINA NUM 38,PONCE,PR,00717,40D2001687,2026-03-09,Compliance,0,173860,,unspecified,PSC,06,community_clinic,False
CENTRO DE SALUD INTEGRAL EN BARRANQUITAS,,7878572688,"CALLE BARCELO 53, CARR-PR-156",BARRANQUITAS,PR,00794,40D2004705,2026-01-28,Compliance,0,72689,,unspecified,PSC,06,community_clinic,False
LABORATORIO CLINICO EL CRUCE,,7872807777,"CARR 119 KM 38 HM 2, RAMAL 435, KM 0  BO CALABAZAS",SAN SEBASTIAN,PR,00685,40D2021124,2025-05-28,Compliance,0,4000,,unspecified,PSC,06,community_clinic,False
MIGRANT HEALTH CENTER LABORATORY,,7878308200,"ROAD PR 457, KM2, HM2 BARRIO PLANA",ISABELA,PR,00662,40D2021989,2025-04-28,Compliance,0,6822,,unspecified,PSC,06,community_clinic,False
AGUADA MEDICAL CENTER,,7878680345,ROAD 115 KM 24 HM 5 BARRIO ASOMANTE,AGUADA,PR,00602,40D2026062,2025-06-20,Compliance,0,36677,,unspecified,PSC,06,community_clinic,False
CDT EULALIA KUILAN REVERON,,7877880404,"CARRETERA  PR 5 KM 2, HM 8",CATANO,PR,00962,40D2048019,2025-07-31,Compliance,0,12800,,unspecified,PSC,06,community_clinic,False
METRO PAVIA CLINIC CAROLINA,,7879934990,"ROAD PR-3 KM 13 HM 4 INT, CARR 857",CAROLINA,PR,00987,40D2053194,2025-04-30,Compliance,0,190695,,unspecified,PSC,06,community_clinic,False
"CDT RAMEY MEDICAL GROUP, CSP",,7876158027,"CARRETERA NUM 2, KM 119 INTERIOR",AGUADILLA,PR,00603,40D2057807,2025-05-16,Compliance,0,37500,,unspecified,PSC,06,community_clinic,False
CDT-CENTRO DE DIAGNOSTICO Y TRATAMIENTO,,7872822320,"CALLE FLOR GERENA FINAL, ESQ SERGIO PENA",HUMACAO,PR,00792,40D2084733,2025-06-13,Compliance,0,13620,,unspecified,PSC,06,community_clinic,False
LAB CL CENTRO DE DIAGNOSTICO Y TRATAMIENTO,,7878633000,CALLE MANUEL PIMENTEL Y CASTRO NUM 200,RIO GRANDE,PR,00745,40D2092321,2025-01-10,Compliance,0,74289,,unspecified,PSC,03,ancillary_test_site,False
METRO PAVIA CLINIC GUAYAMA,,7875927180,300 ARNALDO BRISTOL,GUAYAMA,PR,00784,40D2100199,2025-08-05,Compliance,0,188615,,unspecified,PSC,06,community_clinic,False
"LABORATORIO MIGRANT HEALTH CENTER , INC-YAUCO",,7876855589,"CARR 128, KM 4, BO ALMACIGO BAJO",YAUCO,PR,00698,40D2119037,2025-03-25,Compliance,0,12943,,unspecified,PSC,09,fqhc,False
METRO PAVIA CLINIC TOA BAJA,,7877841782,"AVE SABANA SECA, INT 867, BO SABANA SECA",TOA BAJA,PR,00951,40D2127394,2025-03-21,Compliance,0,16104,,unspecified,PSC,06,community_clinic,False
METRO PAVIA CLINIC BELLA VISTA,,7876650200,"URB BELLA VISTA,  MARGINAL 167 AD-10",BAYAMON,PR,00956,40D2160526,2025-04-04,Compliance,0,9927,,unspecified,PSC,06,community_clinic,False
LABORATORIO CLINICO MHC LAS MARIAS,,7878273798,CALLE LUIS MONTALVO # 119,LAS MARIAS,PR,00670,40D2192674,2025-04-03,Compliance,0,8609,,unspecified,PSC,06,community_clinic,False
LABORATORIO CLINICO HPM VIEQUES,,7874682000,CALLE BENITEZ GUZMAN # 47,VIEQUES,PR,00765,40D2241653,2026-02-19,Compliance,0,7680,,unspecified,PSC,06,community_clinic,False
CDT HOSPITAL DE LA CONCEPCION,,7878921680,"CALLE MUNOZ MARIN, NUM 2",HORMIGUEROS,PR,00660,40D2268599,2025-04-25,Compliance,0,7675,,unspecified,PSC,06,community_clinic,False
LABORATORIO CLINICO MHC EL LITORAL,,7876650202,"183 AVE WILLIAM DUSCOMBE, BO  SABALOS",MAYAGUEZ,PR,00680,40D2274162,2025-01-14,Compliance,0,4036,,unspecified,PSC,06,community_clinic,False
EAST BAY HEALTH CENTER - SWEETLAND,,4014319870,610 WATERMAN AVE,EAST PROVIDENCE,RI,02914,41D2321192,2025-04-01,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
PROVIDENCE COMMUNITY HEALTH CENTERS,,4014440400,31 ATWOOD ST,PROVIDENCE,RI,02909,41D2329508,2025-08-29,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
PROVIDENCE COMMUNITY HEALTH CENTERS,,4014440400,355 PRAIRIE AVE,PROVIDENCE,RI,02905,41D2329510,2025-08-29,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
ASSOCIATES IN GASTROENTEROLOGY,,8037881100,1070 WILDEWOOD CENTRE DRIVE,COLUMBIA,SC,29229,42D1000041,2025-10-13,Compliance,0,6000,,unspecified,PSC,03,ancillary_test_site,False
WILLISTON FAMILY MEDICINE,,8032595762,13649 CHURCH STREET,WILLISTON,SC,29853,42D2109757,2025-01-07,Compliance,0,215,,unspecified,PSC,09,fqhc,False
"PH FAMILY MEDICINE, BISHOPVILLE",,8034849424,116 HOSPITAL SQUARE,BISHOPVILLE,SC,29010,42D2150849,2025-03-26,Compliance,0,500,,unspecified,PSC,25,rural_health_clinic,False
AIKEN FAMILY MEDICINE,,8036322533,209 ABBEVILLE AVENUE NW,AIKEN,SC,29801,42D2167104,2025-08-13,Compliance,0,150,,unspecified,PSC,09,fqhc,False
MUSC PULMONARY FUNCTION LABORATORY,,8468766747,"1600 MIDTOWN AVE, ROOM 2B06",MT PLEASANT,SC,29464,42D2280309,2025-11-06,Compliance,0,100,,unspecified,PSC,03,ancillary_test_site,False
NEW HORIZON FAMILY HEALTH SERVICES-BEREA,,8647298280,8000 WHITE HORSE RD,GREENVILLE,SC,29617,42D2322165,2025-04-16,Accreditation,0,0,,unspecified,PSC,09,fqhc,False
FLANDREAU SANTEE SIOUX TRIBAL CLINIC,,6059972642,403 WEST BROAD AVENUE,FLANDREAU,SD,57028,43D0041454,2025-10-28,Compliance,0,28445,,unspecified,PSC,09,fqhc,False
HORIZON HEALTH ALCESTER MEDICAL,,6059342121,104 WEST SECOND STREET,ALCESTER,SD,57001,43D0406744,2025-03-18,Compliance,0,1070,,unspecified,PSC,09,fqhc,False
HORIZON HEALTH ELK POINT,,6053563317,204 EAST MAIN STREET,ELK POINT,SD,57025,43D0406826,2025-03-18,Compliance,0,4714,,unspecified,PSC,09,fqhc,False
HORIZON HEALTH PLANKINTON MEDICAL,,6059427711,106 SOUTH MAIN ST,PLANKINTON,SD,57368,43D0407545,2025-08-13,Compliance,0,2074,,unspecified,PSC,09,fqhc,False
HORIZON HEALTH WESSINGTON SPRINGS,,6055391778,602 FIRST STREET NE - SUITE 1,WESSINGTON SPRINGS,SD,57382,43D0407570,2025-02-19,Compliance,0,2260,,unspecified,PSC,09,fqhc,False
HORIZON HEALTH WOONSOCKET,,6057964433,302 SOUTH DUMONT AVE,WOONSOCKET,SD,57385,43D0407574,2025-02-19,Compliance,0,2110,,unspecified,PSC,09,fqhc,False
ACCESS HEALTH ONIDA,,6052582635,303 SOUTH MAIN,ONIDA,SD,57564,43D0407789,2025-08-19,Compliance,0,2031,,unspecified,PSC,09,fqhc,False
ACCESS HEALTH PRESHO,,6058952589,116 N MAIN,PRESHO,SD,57568,43D0407794,2025-08-13,Compliance,0,2227,,unspecified,PSC,09,fqhc,False
