name,domain,phone,address,city,state,zip,clia_number,certified_at,certificate_type,site_count,test_volume,classification_codes,segments,lab_type,cms_facility_type_code,cms_facility_type_name,russian_candidate
FREEDOM FAMILY HEALTH LLC,,4108017630,910 WASHINGTON RD SUITE A,WESTMINSTER,MD,21157,21D2340389,2026-03-17,Accreditation,0,0,,unspecified,POL,21,physician_office,False
"NORTHAMPTON INTEGRATIVE MEDICINE, LLC",,4135847787,395 PLEASANT ST,NORTHAMPTON,MA,01060,22D0066983,2025-06-10,Compliance,0,34078,,unspecified,POL,21,physician_office,False
UROLOGY GROUP OF WESTERN NEW ENGLAND PC,,4137855321,"61 LOCUST ST, 1ST FLOOR",NORTHAMPTON,MA,01060,22D0067049,2025-11-04,Compliance,0,1215,,unspecified,POL,21,physician_office,False
"NEW ENGLAND DERMATOLOGY, PC",,4137339600,3455 MAIN ST,SPRINGFIELD,MA,01107,22D0067526,2025-03-04,Compliance,0,15237,,unspecified,POL,21,physician_office,False
UROLOGY GROUP OF WESTERN NEW ENGLAND PC,,4137855321,3640 MAIN STREET SUITE 103,SPRINGFIELD,MA,01107,22D0067567,2025-11-26,Compliance,0,9290,,unspecified,POL,21,physician_office,False
"PIONEER VALLEY UROLOGY, PC",,4132412100,"100 WASON AVE, SUITE 120",SPRINGFIELD,MA,01107,22D0067746,2026-01-08,Compliance,0,31315,,unspecified,POL,21,physician_office,False
BERKSHIRE DERMATOLOGY,,4134431439,195 SOUTH STREET,PITTSFIELD,MA,01201,22D0068024,2025-04-17,Compliance,0,410,,unspecified,POL,21,physician_office,False
MEDICAL ASSOCIATES PEDIATRICS PC,,9785146300,100 HOSPITAL RD  STE 4A,LEOMINSTER,MA,01453,22D0068852,2025-10-21,Compliance,0,2548,,unspecified,POL,21,physician_office,False
CHILD HEALTH ASSOCIATES,,5088329691,105 MILLBURY ST,AUBURN,MA,01501,22D0068959,2026-02-18,Compliance,0,12502,,unspecified,POL,21,physician_office,False
RELIANT MEDICAL GROUP SOUTHBORO,,5084603263,24 NEWTON STREET,SOUTHBOROUGH,MA,01772,22D0070993,2026-02-26,Compliance,0,529950,,unspecified,POL,21,physician_office,False
WOBURN PEDIATRIC ASSOCIATES,,7819336236,7 ALFRED ST,WOBURN,MA,01801,22D0071165,2025-04-10,Compliance,0,30103,,unspecified,POL,21,physician_office,False
MERRIMACK UROLOGY ASSOCIATES,,9783226915,31 VILLAGE SQUARE,CHELMSFORD,MA,01824,22D0071463,2026-03-05,Compliance,0,4360,,unspecified,POL,21,physician_office,False
NORTHEAST DERMATOLOGY ASSOCIATES,,2175030983,"111 MAPLEWOOD AVE, STE A",PORTSMOUTH,NH,03801,22D0071559,2025-07-31,Compliance,0,60300,,unspecified,POL,21,physician_office,False
GREATER LOWELL PEDIATRICS INC,,9784522200,33 BARTLETT ST STE 305,LOWELL,MA,01852,22D0072037,2025-08-20,Compliance,0,24866,,unspecified,POL,21,physician_office,False
"HOWARD S GOLDBERG, MD INC",,7815926476,990 PARADISE RD,SWAMPSCOTT,MA,01907,22D0072589,2025-06-04,Compliance,0,4420,,unspecified,POL,21,physician_office,False
"PEDIATRIC HEALTH CARE ASSOC, PC",,9788186787,10 CENTENNIAL DR,PEABODY,MA,01960,22D0073456,2025-07-16,Compliance,0,39297,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES OF GREATER SALEM,,9787453050,30 TOZER ROAD,BEVERLY,MA,01915,22D0073627,2025-12-16,Compliance,0,21127,,unspecified,POL,21,physician_office,False
"DERMATOLOGY ASSOCIATES OF CONCORD, INC",,9783699023,625 MT AUBURN ST,CAMBRIDGE,MA,02138,22D0076120,2025-08-14,Compliance,0,739,,unspecified,POL,21,physician_office,False
NEW ENGLAND OB GYN ASSOCIATES INC,,6174676672,"27 BOYLSTON STREET, SUITE 320",CHESTNUT HILL,MA,02467,22D0076947,2025-01-09,Compliance,0,8196,,unspecified,POL,21,physician_office,False
TLC PEDIATRICS DBA REVERE-WINTHROP PEDIATRICS,,7812895057,280 BEACH STREET,REVERE,MA,02151,22D0077278,2025-11-18,Compliance,0,9768,,unspecified,POL,21,physician_office,False
"SALTZMAN UROLOGICAL ASSOCIATES, PC",,6173320116,2000 WASHINGTON ST   STE 660,NEWTON,MA,02462,22D0077961,2025-11-18,Compliance,0,3635,,unspecified,POL,21,physician_office,False
CROWN COLONY PEDIATRICS,,6174713411,"500 CONGRESS STREET, SUITE 1F",QUINCY,MA,02169,22D0078133,2026-02-17,Compliance,0,1418,,unspecified,POL,21,physician_office,False
"RHONDA S FOGLE MD, PC",,7816658600,50 TREMONT STREET,MELROSE,MA,02176,22D0078775,2026-02-18,Compliance,0,811,,unspecified,POL,21,physician_office,False
PEDIATRICS AT NEWTON WELLESLEY,,6179698989,"2000 WASHINGTON ST, STE 466, GREEN BLDG",NEWTON,MA,02462,22D0079128,2025-11-19,Compliance,0,9792,,unspecified,POL,21,physician_office,False
SOUTH SHORE SKIN CENTER,,5087470711,ONE SCOBEE CIRCLE,PLYMOUTH,MA,02360,22D0080097,2025-06-05,Compliance,0,1850,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES INC OF BROCKTON,,5085841234,291 EAST CENTER ST,WEST BRIDGEWATER,MA,02379,22D0080289,2026-01-20,Compliance,0,3908,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES INC OF BROCKTON,,5085841234,370 OAK STREET,BROCKTON,MA,02301,22D0080475,2026-01-20,Compliance,0,3130,,unspecified,POL,21,physician_office,False
"DARTMOUTH DERMATOLOGY ASSOCIATES, PC",,5089981994,368 FAUNCE CORNER RD,NORTH DARTMOUTH,MA,02747,22D0081777,2025-03-21,Compliance,0,1010,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES OF NEW BEDFORD,,5089103376,225 FIELD STREET,NEW BEDFORD,MA,02740,22D0081808,2025-06-20,Compliance,0,13965,,unspecified,POL,21,physician_office,False
QUEST DIAGNOSTICS MASSACHUSETTS LLC,,8608449763,531 FAUNCE CORNER RD,NORTH DARTMOUTH,MA,02747,22D0081915,2026-03-19,Compliance,0,4722462,,unspecified,POL,21,physician_office,False
PEDIATRIC HEALTH CARE ASSOC PC,,7815991134,"225 BOSTON ST, 2ND FLOOR",LYNN,MA,01904,22D0662820,2026-03-18,Compliance,0,20746,,unspecified,POL,21,physician_office,False
"JONATHAN BENJAMIN, MD & ROGER SPINGARN, MD, LLC",,6172449929,"1400 CENTRE ST, SUITE 203",NEWTON,MA,02459,22D0673559,2026-01-15,Compliance,0,44,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES INC OF BROCKTON,,5085841234,6 WASHINGTON STREET,CANTON,MA,02021,22D0674569,2026-01-20,Compliance,0,920,,unspecified,POL,21,physician_office,False
DERMATOLOGY PARTNERS INC,,7814317733,65 WALNUT ST,WELLESLEY,MA,02481,22D0690598,2025-10-21,Compliance,0,297,,unspecified,POL,21,physician_office,False
RELIANT MEDICAL GROUP NEPONSET ST DERMATOLOGY,,5084603263,5 NEPONSET ST,WORCESTER,MA,01606,22D0694926,2025-11-24,Compliance,0,280,,unspecified,POL,21,physician_office,False
"BOSTON UNIVERSITY DERMATOLOGY, INC",,6174149650,"725 ALBANY STREET, SUITE 8B",BOSTON,MA,02118,22D0698445,2025-01-30,Compliance,0,355,,unspecified,POL,21,physician_office,False
KUCHNIR DERMATOLOGY AND DERMATOLOGIC SURGERY,,5084782610,125 NEWBURY STREET,FRAMINGHAM,MA,01701,22D0709066,2025-01-17,Compliance,0,250,,unspecified,POL,21,physician_office,False
"METROWEST UROLOGIC ASSOCIATES, PC",,5086554422,"67 UNION STREET, SUITE 308",NATICK,MA,01760,22D0710304,2025-09-05,Compliance,0,4513,,unspecified,POL,21,physician_office,False
FRAMINGHAM PEDIATRICS PC,,5088795764,"125 NEWBURY ST, STE 300",FRAMINGHAM,MA,01701,22D0715393,2025-08-06,Compliance,0,16236,,unspecified,POL,21,physician_office,False
"MILTON PEDIATRIC ASSOCIATES, LLC",,8575576100,10 HAWTHORNE PLACE STE 110,BOSTON,MA,02114,22D0867032,2026-01-27,Compliance,0,1278,,unspecified,POL,21,physician_office,False
"NORTHEAST DERMATOLOGY ASSOCIATES, PLLC",,9786915690,538 TURNPIKE STREET,NORTH ANDOVER,MA,01845,22D0922573,2025-04-09,Compliance,0,895,,unspecified,POL,21,physician_office,False
"MEDICAL AFFILIATES OF CAPE COD, INC",,5084185246,5 INDUSTRIAL DRIVE,MASHPEE,MA,02649,22D0930281,2026-03-05,Compliance,0,366476,,unspecified,POL,21,physician_office,False
"MIDDLETON FAMILY MEDICINE URGENT CARE, LLC",,9787742555,147 SOUTH MAIN ST,MIDDLETON,MA,01949,22D0943417,2025-02-04,Compliance,0,432395,,unspecified,POL,21,physician_office,False
"ADULT & PEDIATRIC DERMATOLOGY, PC",,9788442678,"133 LITTLETON ROAD, SUITE 205",WESTFORD,MA,01886,22D0959317,2026-02-25,Compliance,0,1150,,unspecified,POL,21,physician_office,False
SOUTH SHORE SKIN SURGEONS PC,,7813808150,400 WASHINGTON ST,BRAINTREE,MA,02184,22D0961022,2025-09-11,Compliance,0,1056,,unspecified,POL,21,physician_office,False
NORTH ANDOVER PEDIATRIC ASSOCIATES,,9785575712,800 TURNPIKE STREET,NORTH ANDOVER,MA,01845,22D0961738,2025-07-17,Compliance,0,6735,,unspecified,POL,21,physician_office,False
PEDIATRIC HEALTH CARE ASSOC PC,,9788186787,92 MONTVALE AVENUE,STONEHAM,MA,02180,22D0970227,2026-01-07,Compliance,0,6389,,unspecified,POL,21,physician_office,False
NEW ENGLAND WOMEN'S HEALTHCARE,,7817873003,"800 WEST CUMMINGS PARK, SUITE 4050",WOBURN,MA,01801,22D0972942,2025-10-14,Compliance,0,12360,,unspecified,POL,21,physician_office,False
ROBERT J O'BRIEN JR MD AND ASSOCIATES,,7817294878,955 MAIN ST  SUITE G6,WINCHESTER,MA,01890,22D0977014,2025-01-23,Compliance,0,11141,,unspecified,POL,21,physician_office,False
PEDIATRICS WEST - GROTON OFFICE,,9785770437,120 BOSTON ROAD,GROTON,MA,01450,22D0979114,2025-08-21,Compliance,0,3000,,unspecified,POL,21,physician_office,False
SOUTH COAST DERMATOLOGY,,7813359700,"97 LIBBEY INDUSTRIAL PARKWAY, SUITE 400",WEYMOUTH,MA,02189,22D0998328,2025-08-27,Compliance,0,1310,,unspecified,POL,21,physician_office,False
MEN'S HEALTH BOSTON,,6172775000,200 BOYLSTON ST  STE A309,CHESTNUT HILL,MA,02467,22D1013263,2025-12-10,Compliance,0,24322,,unspecified,POL,21,physician_office,False
MYSTIC VALLEY DERMATOLOGY ASSOCIATES,,7814386350,92 MONTVALE AVE,STONEHAM,MA,02180,22D1015174,2026-01-21,Compliance,0,1710,,unspecified,POL,21,physician_office,False
GREATER METROWEST DERMSURGEONS,,7812551900,57 BOSTON PROVIDENCE HWY #16,NORWOOD,MA,02062,22D1040615,2025-08-13,Compliance,0,2133,,unspecified,POL,21,physician_office,False
MASSACHUSETTS EYE RESEARCH & SURGERY,,7818916237,1440 MAIN STREET STE 201 RM 10,WALTHAM,MA,02451,22D1041003,2025-06-24,Compliance,0,28200,,unspecified,POL,21,physician_office,False
"KRAUSS DERMATOLOGY, INC",,7814163500,1 WASHINGTON ST,WELLESLEY HILLS,MA,02481,22D1048319,2025-10-10,Compliance,0,1200,,unspecified,POL,21,physician_office,False
ADVANCED PAIN MANAGEMENT CENTER,,7816622243,"3 WOODLAND ROAD,  #322",STONEHAM,MA,02180,22D1069752,2025-07-31,Compliance,0,7365,,unspecified,POL,21,physician_office,False
"DRUMHILL PEDIATRICS, PLLC",,9782562828,"20 RESEARCH PLACE, STE 200",NORTH CHELMSFORD,MA,01863,22D1072414,2026-01-29,Compliance,0,5099,,unspecified,POL,21,physician_office,False
REGIONAL CANCER CARE ASSOCIATES,,5085647411,"26 EDGERTON DRIVE, STE A",NORTH FALMOUTH,MA,02556,22D1077120,2026-03-03,Compliance,0,34500,,unspecified,POL,21,physician_office,False
"SOUTH SHORE DERMATOLOGY PHYSICIANS, PC",,5085353376,31 ROCHE BROS WAY SUITE 200,NORTH EASTON,MA,02356,22D1078385,2025-02-11,Compliance,0,22574,,unspecified,POL,21,physician_office,False
DERMATOLOGY AND SKIN CARE ASSOCIATES,,7812358155,"10 LAUREL AVENUE, SUITES 100, 150 & 300",WELLESLEY,MA,02481,22D1080912,2025-12-29,Compliance,0,5635,,unspecified,POL,21,physician_office,False
ONCALL URGENT CARE LLC,,4135847425,51 LOCUST STREET,NORTHAMPTON,MA,01060,22D1082368,2026-03-03,Compliance,0,52458,,unspecified,POL,21,physician_office,False
CHARLES RIVER MEDICAL ASSOCIATES ONCOLOGY,,5086656261,571 UNION AVENUE,FRAMINGHAM,MA,01702,22D1092951,2025-06-12,Compliance,0,85025,,unspecified,POL,21,physician_office,False
NORTHEAST DERMATOLOGY ASSOCIATES PLLC,,9786915690,138 CONANT ST,BEVERLY,MA,01915,22D1098830,2025-04-22,Compliance,0,1031,,unspecified,POL,21,physician_office,False
DERMCARE PHYSICIANS AND SURGEONS,,9783707010,22 MILL STREET,ARLINGTON,MA,02476,22D1102971,2026-03-19,Compliance,0,1185,,unspecified,POL,21,physician_office,False
BOSTON CHILDREN'S PHYSICIANS WEYMOUTH,,7812163736,"200 LIBBEY PARKWAY, SUITE 306",WEYMOUTH,MA,02189,22D1105283,2025-04-11,Compliance,0,420,,unspecified,POL,21,physician_office,False
SOUTH SHORE MEDICAL CENTER,,7816248770,143 LONGWATER DRIVE,NORWELL,MA,02061,22D2005448,2025-03-20,Compliance,0,16600,,unspecified,POL,21,physician_office,False
ID OF QUINCY,,5087475559,"40 INDUSTRIAL PARK ROAD, SUITE 202",PLYMOUTH,MA,02360,22D2007956,2026-02-20,Compliance,0,717,,unspecified,POL,21,physician_office,False
"BRIDGEWATER PRIMARY CARE AND CARDIOLOGY, PC",,5085831100,711 WEST CENTER STREET,WEST BRIDGEWATER,MA,02379,22D2009020,2025-09-30,Compliance,0,132600,,unspecified,POL,21,physician_office,False
ATRIUS HEALTH WATERTOWN MOHS,,6179725111,485 ARSENAL STREET,WATERTOWN,MA,02472,22D2011115,2026-03-09,Compliance,0,800,,unspecified,POL,21,physician_office,False
SAVIDA HEALTH PC,,4132369100,12 DALLAIRE AVE,CHICOPEE,MA,01020,22D2011968,2025-02-12,Compliance,0,1637000,,unspecified,POL,21,physician_office,False
SIGNATURE HEALTHCARE LIB DERMATOLOGY,,5088940400,110 LIBERTY ST,BROCKTON,MA,02301,22D2015058,2025-11-13,Compliance,0,125,,unspecified,POL,21,physician_office,False
NORTHEAST DERMATOLOGY ASSOCIATES-NBPT,,9786915690,"1 WALLACE BASHAW JR WAY, SUITE 3001",NEWBURYPORT,MA,01950,22D2027891,2025-01-09,Compliance,0,1100,,unspecified,POL,21,physician_office,False
DERMATOLOGY AND SKIN SURGERY CENTER OF CAPE COD,,5089571650,120 YARMOUTH RD,HYANNIS,MA,02601,22D2030364,2026-01-21,Compliance,0,4450,,unspecified,POL,21,physician_office,False
PHYSICIANS FOR WOMEN'S HEALTH LLC,,5087554861,"328 SHREWSBURY STREET,  STE 100",WORCESTER,MA,01604,22D2049862,2025-04-16,Compliance,0,7334,,unspecified,POL,21,physician_office,False
CENTER FOR DIGESTIVE WELLNESS PC,,9785377552,105 ERDMAN WAY,LEOMINSTER,MA,01453,22D2055236,2025-05-21,Compliance,0,6500,,unspecified,POL,21,physician_office,False
NORTH WORCESTER GASTROENTEROLOGY PC,,9784667800,105 ERDMAN WAY,LEOMINSTER,MA,01453,22D2055370,2025-05-21,Compliance,0,8600,,unspecified,POL,21,physician_office,False
ADULT & PEDIATRIC DERMATOLOGY PC,,9788497515,54 BAKER AVENUE EXT,CONCORD,MA,01742,22D2055988,2025-08-07,Compliance,0,365,,unspecified,POL,21,physician_office,False
DERMATOLOGY PROFESSIONALS LLC,,9788447268,153 EAST WASHINGTON ST,NORTH ATTLEBORO,MA,02760,22D2080258,2025-01-06,Compliance,0,485,,unspecified,POL,21,physician_office,False
BOSTON CHILDREN'S PHYSICIANS NORWOOD,,7812163815,269 WALPOLE ST,NORWOOD,MA,02062,22D2083231,2025-04-11,Compliance,0,140,,unspecified,POL,21,physician_office,False
NORWOOD COMPREHENSIVE PAIN MANAGEMENT,,7813522338,45 WALPOLE ST,NORWOOD,MA,02062,22D2086109,2025-08-14,Compliance,0,12600,,unspecified,POL,21,physician_office,False
"EVOLVE HEALTH, PC",,6179342020,275 HANCOCK ST  STE 203,QUINCY,MA,02171,22D2089173,2025-03-26,Compliance,0,171600,,unspecified,POL,21,physician_office,False
SOUTH SHORE SKIN CENTER,,5087470711,75 WASHINGTON ST,NORWELL,MA,02061,22D2091941,2025-04-02,Compliance,0,1300,,unspecified,POL,21,physician_office,False
"JOHN L NILES MD, PLLC",,6177264132,101 MERRIMAC ST   1ST FL,BOSTON,MA,02114,22D2092695,2025-08-26,Compliance,0,8039,,unspecified,POL,21,physician_office,False
SURGICAL AND COSMETIC DERMATOLOGY,,4017517546,1030 PRESIDENT AVE,FALL RIVER,MA,02720,22D2103343,2025-09-22,Compliance,0,460,,unspecified,POL,21,physician_office,False
ANCHOR MEDICAL GROUP AND WELLNESS CENTER PC,,5089510847,376 NASH ROAD,NEW BEDFORD,MA,02746,22D2103456,2025-10-20,Compliance,0,232344,,unspecified,POL,21,physician_office,False
NEW BEGINNING HEALTH PC,,5087393975,1121 MAIN ST    SUITE 3,SOUTH WEYMOUTH,MA,02190,22D2123584,2025-07-24,Compliance,0,36960,,unspecified,POL,21,physician_office,False
"LEOMINSTER DERMATOLOGY,LLP",,9785340582,"308 WEST BROADWAY, SUITE 3",GARDNER,MA,01440,22D2123702,2025-03-27,Compliance,0,1300,,unspecified,POL,21,physician_office,False
NECPAD LABORATORY - FALL RIVER,,5082220089,140 PURCHASE ST,FALL RIVER,MA,02720,22D2125093,2025-04-24,Compliance,0,29084,,unspecified,POL,21,physician_office,False
NANTUCKET DERMATOLOGY,,7813982225,4 1/2 BARTLETT RD,NANTUCKET,MA,02554,22D2129752,2025-04-25,Compliance,0,120,,unspecified,POL,21,physician_office,False
ADULT & PEDIATRIC DERMATOLOGY/COASTAL DERMATOLOGY,,5083063791,829 AMERICAN LEGION HIGHWAY,WESTPORT,MA,02790,22D2136858,2025-09-24,Compliance,0,70,,unspecified,POL,21,physician_office,False
"DERMWELLESLEY, LLC",,7815914234,20 WILLIAM ST,WELLESLEY,MA,02481,22D2158894,2025-03-20,Compliance,0,400,,unspecified,POL,21,physician_office,False
DERMATOLOGY AND SKIN HEALTH - PEABODY,,6037425556,23 CENTENNIAL DRIVE,PEABODY,MA,01960,22D2167474,2025-05-09,Compliance,0,300,,unspecified,POL,21,physician_office,False
DERMPHYSICIANS OF NEW ENGLAND,,7812727022,304 CAMBRIDGE RD,WOBURN,MA,01801,22D2169909,2025-12-29,Compliance,0,340,,unspecified,POL,21,physician_office,False
FRAMINGHAM DERMATOLOGY,,5086440040,761 WORCESTER ROAD,FRAMINGHAM,MA,01701,22D2172693,2025-09-09,Compliance,0,100,,unspecified,POL,21,physician_office,False
INTEGRATED DERMATOLOGY OF BROOKLINE,,6177312390,"1101 BEACON ST, SUITE 1E",BROOKLINE,MA,02446,22D2173228,2025-02-24,Compliance,0,157,,unspecified,POL,21,physician_office,False
"NORTHEAST DERMATOLOGY ASSOCIATES, PLLC",,5087851076,35 BROOKFIELD ROAD,DOVER,MA,02030,22D2173722,2025-01-31,Compliance,0,39639,,unspecified,POL,21,physician_office,False
"PEDIATRICS AT NEWTON WELLESLEY, PC",,6179698989,"299 WASHINGTON STREET, SUITE 105",NEWTON,MA,02458,22D2174545,2025-02-25,Compliance,0,1368,,unspecified,POL,21,physician_office,False
NORTHEAST MEN'S HEALTH,,6177935000,333 ELM ST,DEDHAM,MA,02026,22D2180282,2025-04-09,Compliance,0,4000,,unspecified,POL,21,physician_office,False
SKINPROS INTERNATIONAL PLLC,,5084905959,1675 GAR HIGHWAY,SWANSEA,MA,02777,22D2181974,2025-02-04,Compliance,0,550,,unspecified,POL,21,physician_office,False
"LEOMINSTER DERMATOLOGY, LLP",,9785340582,1 CABOT ROAD,HUDSON,MA,01749,22D2216358,2025-05-28,Compliance,0,13900,,unspecified,POL,21,physician_office,False
"ADULT & PEDIATRIC DERMATOLOGY, PC",,9783717010,288 GROVE ST SUITE 201,WORCESTER,MA,01605,22D2221623,2026-03-11,Compliance,0,320,,unspecified,POL,21,physician_office,False
"NORTHEAST DERMATOLOGY ASSOCIATES, LLC",,5085632550,"37 EDGARTON DRIVE, SUITE 4",N FALMOUTH,MA,02556,22D2226631,2026-01-09,Compliance,0,1569,,unspecified,POL,21,physician_office,False
HEALTH QUALITY PRIMARY CARE,,9786555349,217 SUTTON STREET,NORTH ANDOVER,MA,01845,22D2231843,2025-04-02,Compliance,0,48400,,unspecified,POL,21,physician_office,False
NORTHEAST MEN'S HEALTH,,6177935000,"11 APEX DRIVE, SUITE 203",MARLBOROUGH,MA,01752,22D2258408,2025-03-31,Compliance,0,4000,,unspecified,POL,21,physician_office,False
"PLYMOUTH DERMATOLOGY ASSOCIATES, PC",,5083640174,"345 COURT STREET, SUITE 301",PLYMOUTH,MA,02360,22D2263222,2025-07-25,Compliance,0,1000,,unspecified,POL,21,physician_office,False
ESSENTIAL DERMATOLOGY,,5088272615,"220 NORTH MAIN STREET, SUITE 201",NATICK,MA,01760,22D2264364,2026-03-23,Compliance,0,110,,unspecified,POL,21,physician_office,False
COASTAL AMBULANCE LLC DBA ESTELLA HEALTH,,6177459999,111 BROOK RD,QUINCY,MA,02169,22D2285340,2025-04-16,Compliance,2,26000,,unspecified,POL,22,other_practitioner,False
CONTEMPORARY DERMATOLOGY HYANNIS,,5084923200,"1070 IYANNOUGH ROAD, UNIT 50",HYANNIS,MA,02601,22D2286185,2025-10-30,Compliance,0,891,,unspecified,POL,21,physician_office,False
CONTEMPORARY DERMATOLOGY PINE HILLS,,5082243800,8 MARKET CROSSING,PLYMOUTH,MA,02360,22D2286190,2025-10-17,Compliance,0,543,,unspecified,POL,21,physician_office,False
"CHILDRENS HOSPITAL PEDIATRIC ASSOCIATES, INC",,7812162999,482 BEDFORD STREET,LEXINGTON,MA,02420,22D2289684,2026-03-10,Compliance,0,124,,unspecified,POL,21,physician_office,False
"CHILDRENS HOSPITAL PEDIATRIC ASSOCIATES, INC",,6173556000,300 LONGWOOD AVE,BOSTON,MA,02115,22D2289689,2025-06-17,Compliance,0,6946,,unspecified,POL,21,physician_office,False
"CHILDRENS HOSPITAL PEDIATRIC ASSOCIATES, INC",,7812162103,9 HOPE AVE,WALTHAM,MA,02453,22D2289696,2025-06-10,Compliance,0,592,,unspecified,POL,21,physician_office,False
"CHILDRENS HOSPITAL PEDIATRIC ASSOCIATES, INC",,7812163815,500 FAUNCE CORNER ROAD,NORTH DARTMOUTH,MA,02747,22D2289761,2025-03-28,Compliance,0,700,,unspecified,POL,21,physician_office,False
"GREATER BOSTON DERMATOLOGY, PC",,6175405570,"85 LINCOLN STREET, FLOOR 5",FRAMINGHAM,MA,01702,22D2303675,2026-01-16,Compliance,0,83,,unspecified,POL,21,physician_office,False
"ADULT & PEDIATRIC DERMATOLOGY, PC",,9788497582,4 KINGSBURY LANE,FOXBORO,MA,02035,22D2308487,2026-02-26,Compliance,0,1209,,unspecified,POL,21,physician_office,False
PRIMA CARE UROLOGY,,7742940019,289 PLEASANT ST,FALL RIVER,MA,02721,22D2308519,2025-09-17,Compliance,0,15704,,unspecified,POL,21,physician_office,False
"VIVASKIN DERMATOLOGY AND AESTHETICS, PLLC",,7812610085,"70 HASTINGS STREET, SUITE LL-2",WELLESLEY,MA,02481,22D2314103,2026-02-13,Compliance,0,172,,unspecified,POL,21,physician_office,False
PEDIATRIC ASSOCIATES OF GREATER SALEM,,9787453050,376 BOSTON STREET,TOPSFIELD,MA,01983,22D2315033,2025-10-30,Compliance,0,3000,,unspecified,POL,21,physician_office,False
"DERMATOLOGY, LASER & AESTHETICS, PLLC",,6178956086,"745 BOYLSTON STREET, SUITE 203",BOSTON,MA,02116,22D2316367,2025-01-03,Accreditation,0,0,,unspecified,POL,21,physician_office,False
ESSEX COUNTY OBGYN ASSOCIATES INC,,9789274800,"83 HERRICK STREET, SUITE 3002",BEVERLY,MA,01915,22D2318785,2025-02-18,Accreditation,0,0,,unspecified,POL,21,physician_office,False
ESSEX COUNTY OBGYN ASSOCIATES INC,,9789274800,"480 MAPLE STREET, SUITE 303",DANVERS,MA,01923,22D2318790,2025-02-18,Accreditation,0,0,,unspecified,POL,21,physician_office,False
ESSEX COUNTY OBGYN ASSOCIATES INC,,9789274800,298 WASHINGTON STREET,GLOUCESTER,MA,01930,22D2318798,2025-02-18,Accreditation,0,0,,unspecified,POL,21,physician_office,False
ESSEX COUNTY OBGYN ASSOCIATES INC,,9789274800,"62 BROWN STREET, SUITE 304",HAVERHILL,MA,01830,22D2318801,2025-02-18,Accreditation,0,0,,unspecified,POL,21,physician_office,False
MFM HEALTH,,9787742555,99 CONIFER HILL DRIVE,DANVERS,MA,01923,22D2320239,2025-11-25,Compliance,0,400,,unspecified,POL,21,physician_office,False
"CONCORD OB/GYN ASSOCIATES, PC",,9783697627,"490 BOSTON POST ROAD, BLDG C,SUITE 2003",SUDBURY,MA,01776,22D2322106,2025-04-15,Accreditation,0,0,,unspecified,POL,21,physician_office,False
"CONCORD OB/GYN ASSOCIATES, PC",,9783697627,"133 LITTLETON ROAD, SUITE 204",WESTFORD,MA,01886,22D2322113,2025-04-15,Accreditation,0,0,,unspecified,POL,21,physician_office,False
BROOKLINE DERMATOLOGY,,9786915690,235 CYPRESS STREET #200,BROOKLINE,MA,02445,22D2322192,2025-04-16,Accreditation,0,0,,unspecified,POL,21,physician_office,False
METRO WEST PHYSICIAN SERVICES OBGYN,,5085327510,"260 CHOCHITUATE ROAD, SUITE 102",FRAMINGHAM,MA,01701,22D2322548,2025-04-23,Accreditation,0,0,,unspecified,POL,21,physician_office,False
ADULT AND PEDIATRIC DERMATOLOGY,,6172589768,25 CARLETON STREET 2ND FLOOR,CAMBRIDGE,MA,02142,22D2325113,2025-06-06,Accreditation,0,0,,unspecified,POL,21,physician_office,False
FALMOUTH DPC,,4134554106,133 FALMOUTH ROAD,MASHPEE,MA,02649,22D2328007,2025-08-04,Accreditation,0,0,,unspecified,POL,21,physician_office,False
SALEM HOSPITAL OUTPATIENT SERVICES,,9785907677,2 CORPORATION WAY,PEABODY,MA,01960,22D2329687,2025-09-04,Accreditation,0,0,,unspecified,POL,21,physician_office,False
PREMIER DERMATOLOGY,,7813048680,"372 WASHINGTON STREET, 3RD FLOOR",WELLESLEY,MA,02481,22D2330230,2025-09-12,Accreditation,0,0,,unspecified,POL,21,physician_office,False
"SYNERGY MEDICAL AND AESTHETICS, PLLC",,7743686053,"1336 MAIN STREET, UNIT B, SUITE 2",OSTERVILLE,MA,02655,22D2331554,2025-10-03,Accreditation,0,0,,unspecified,POL,22,other_practitioner,False
STRATUM DERMATOLOGY PLLC,,4137509044,504 COTTAGE ST,SPRINGFIELD,MA,01104,22D2331749,2025-10-08,Accreditation,0,0,,unspecified,POL,21,physician_office,False
KRAUSS DERMATOLOGY,,7814163500,1 WASHINGTON ST SUITE 401,WELLESLEY HILLS,MA,02481,22D2332194,2025-10-15,Accreditation,0,0,,unspecified,POL,21,physician_office,False
"BAYSTATE OB/GYN GROUP, INC",,4136488758,"200 SILVER STREET, SUITE 112",AGAWAM,MA,01001,22D2332971,2025-10-28,Accreditation,0,0,,unspecified,POL,21,physician_office,False
